"Tablepotatoes.code";"Tablepotatoes.name";"Tablepotatoes.mean";"Tablepotatoes.perc";"Gherkin.code";"Gherkin.name";"Gherkin.mean";"Gherkin.perc";"Aspargus.code";"Aspargus.name";"Aspargus.mean";"Aspargus.perc";"Cauliflower.code";"Cauliflower.name";"Cauliflower.mean";"Cauliflower.perc";"Broccoli.code";"Broccoli.name";"Broccoli.mean";"Broccoli.perc";"Kale.code";"Kale.name";"Kale.mean";"Kale.perc";"Carrot.code";"Carrot.name";"Carrot.mean";"Carrot.perc";"Whitecabbage.code";"Whitecabbage.name";"Whitecabbage.mean";"Whitecabbage.perc";"Celeriac.code";"Celeriac.name";"Celeriac.mean";"Celeriac.perc";"Onions.code";"Onions.name";"Onions.mean";"Onions.perc";"Parsnip.code";"Parsnip.name";"Parsnip.mean";"Parsnip.perc";"Rootparsley.code";"Rootparsley.name";"Rootparsley.mean";"Rootparsley.perc";"Leek.code";"Leek.name";"Leek.mean";"Leek.perc";"Beet.code";"Beet.name";"Beet.mean";"Beet.perc";"Redcabbage.code";"Redcabbage.name";"Redcabbage.mean";"Redcabbage.perc";"Lettuce.code";"Lettuce.name";"Lettuce.mean";"Lettuce.perc";"Savoycabbage.pointedcabbage.code";"Savoycabbage.pointedcabbage.name";"Savoycabbage.pointedcabbage.mean";"Savoycabbage.pointedcabbage.perc";"Spinach.code";"Spinach.name";"Spinach.mean";"Spinach.perc";"Sweetcorn.code";"Sweetcorn.name";"Sweetcorn.mean";"Sweetcorn.perc";"Peas.code";"Peas.name";"Peas.mean";"Peas.perc";"Jerusalemartichoke.code";"Jerusalemartichoke.name";"Jerusalemartichoke.mean";"Jerusalemartichoke.perc";"Leafparsley.code";"Leafparsley.name";"Leafparsley.mean";"Leafparsley.perc";"Pumpkin.code";"Pumpkin.name";"Pumpkin.mean";"Pumpkin.perc";"Rhubarb.code";"Rhubarb.name";"Rhubarb.mean";"Rhubarb.perc";"Strawberry.code";"Strawberry.name";"Strawberry.mean";"Strawberry.perc";"Blackcurrant.code";"Blackcurrant.name";"Blackcurrant.mean";"Blackcurrant.perc";"Redcurrant.code";"Redcurrant.name";"Redcurrant.mean";"Redcurrant.perc";"Gooseberry.code";"Gooseberry.name";"Gooseberry.mean";"Gooseberry.perc";"Raspberry.code";"Raspberry.name";"Raspberry.mean";"Raspberry.perc";"Blueberry.code";"Blueberry.name";"Blueberry.mean";"Blueberry.perc";"Sourcherry.code";"Sourcherry.name";"Sourcherry.mean";"Sourcherry.perc";"Plum.code";"Plum.name";"Plum.mean";"Plum.perc";"Sweetcherry.code";"Sweetcherry.name";"Sweetcherry.mean";"Sweetcherry.perc";"Elder.code";"Elder.name";"Elder.mean";"Elder.perc";"Hazel.code";"Hazel.name";"Hazel.mean";"Hazel.perc";"Apple.code";"Apple.name";"Apple.mean";"Apple.perc";"Pear.code";"Pear.name";"Pear.mean";"Pear.perc";"Winegrape.code";"Winegrape.name";"Winegrape.mean";"Winegrape.perc";"Rosehip.code";"Rosehip.name";"Rosehip.mean";"Rosehip.perc";"Tomato.code";"Tomato.name";"Tomato.mean";"Tomato.perc";"Cucumber.code";"Cucumber.name";"Cucumber.mean";"Cucumber.perc"
"95";247;"Miljøgræs MVJ-tilsagn (0 N), omdrift";-0.0166339157235371;0.000362167551491704;487;"Skovlandbrug";-0.000138477017377211;0;563;"Svampe, champignon";-4.90757650913136e-05;0;563;"Svampe, champignon";-0.000529258337590473;0;563;"Svampe, champignon";-0.000634856414687669;0;570;"Humle";-0.000177101427674147;0;563;"Svampe, champignon";-0.00495744008837207;0;657;"Grønkålfrø";-0.000611854765011463;0;654;"Rucolafrø";-0.000231392006614472;0;921;"Bar jord";-0.00312159381692114;0;921;"Bar jord";-0.000467238448818429;0.0375;325;"MFO-Blomsterbrak";-0.000332516673036923;0;563;"Svampe, champignon";-0.000351498413026826;0;705;"Grønkorn af vårtriticale";-0.000788079178012847;0;162;"Blanding, andre industriafgr.";-0.00043244919198;0;663;"Pastinakfrø";-0.000554346966813617;0;570;"Humle";-0.000520053491279958;0;277;"Kløver til fabrik";-0.000406324126817091;0;162;"Blanding, andre industriafgr.";-0.000396702187046886;0;517;"Brombær";-0.00725563726074551;0;324;"Blomsterbrak";-0.000198806039196211;0;325;"MFO-Blomsterbrak";-5.41827682047516e-05;0;570;"Humle";-0.000451637812542028;0;517;"Brombær";-1.61092200406337e-05;0;283;"Fodergulerødder";-0.00077783865306913;0;247;"Miljøgræs MVJ-tilsagn (0 N), omdrift";-0.000633985685759664;0.00315298272165469;524;"Sødkirsebær uden undervækst af græs";-6.13820333465486e-05;0;563;"Svampe, champignon";-1.66268935484692e-05;0;563;"Svampe, champignon";-6.04277464615031e-06;0;563;"Svampe, champignon";-5.20567853024466e-06;0;505;"Ribs, stiklingeopformering";-0.000259590011731663;0;125;"Bederoefrø";-8.13650350882223e-06;0;570;"Humle";1.20045688824724e-05;0;663;"Pastinakfrø";-2.6627157863481e-05;0;570;"Humle";1.12004388427625e-06;0;489;"Havtorn";-2.53760651264589e-05;0;328;"MFO-bræmme med blomsterblanding";-1.59999636213826e-05;0;570;"Humle";-2.80825593387185e-06;0;703;"Grønkorn af vårhavre";-3.76580621783666e-05;0;277;"Kløver til fabrik";8.19949256551681e-07;0;498;"Containerplads 4, vedplanter";-6.14916148591689e-07;0
"190";434;"Grøntsager, andre (friland)";-0.0166345230661112;0.0211761497754561;287;"Græs til udegrise, permanent";-0.000138477017654541;0;570;"Humle";-4.90757650982532e-05;0;570;"Humle";-0.000529258337833995;0;570;"Humle";-0.000634856414994645;0;122;"Kommenfrø";-0.000177101427677927;0;570;"Humle";-0.00495744010677271;0;434;"Grøntsager, andre (friland)";-0.000612482935758933;0.0942694120565616;604;"MFO - El";-0.000231392006751796;0;496;"Medicinpl., vedplanter";-0.0031215938701909;0;434;"Grøntsager, andre (friland)";-0.000467525962363564;0.0225;324;"Blomsterbrak";-0.000332516715077523;0;570;"Humle";-0.000351498413148372;0;493;"Surbær ";-0.00078807917890242;0;651;"Dildfrø";-0.000432449192030761;0;665;"Havrerodfrø";-0.000554494730546035;0;122;"Kommenfrø";-0.000520053491311698;0;711;"Grønkorn af vintertriticale";-0.000406759646690411;0;563;"Svampe, champignon";-0.000396702187372793;0;563;"Svampe, champignon";-0.00725563728245983;0;286;"Permanent græs og kløvergræs uden norm, over 50 % kløver";-0.00019880604016566;0;324;"Blomsterbrak";-5.41827693999311e-05;0;122;"Kommenfrø";-0.000451637812567271;0;563;"Svampe, champignon";-1.61092200410548e-05;0;579;"Tagetes, sygdomssanerende plante";-0.00077826391073631;0.00954738330975955;434;"Grøntsager, andre (friland)";-0.000633988953311118;0.0152394164879976;504;"Solbær, stiklingeopformering";-6.13820345717322e-05;0;570;"Humle";-1.66268935489952e-05;0;570;"Humle";-6.04277464631396e-06;0;570;"Humle";-5.20567853081237e-06;0;247;"Miljøgræs MVJ-tilsagn (0 N), omdrift";-0.000264614323214275;0;224;"Blandkorn, efterårssået helsæd";-8.13650353089114e-06;0;122;"Kommenfrø";1.20045688822868e-05;0;658;"Gulerodsfrø";-2.74189794489468e-05;0;122;"Kommenfrø";1.12004388426486e-06;0;654;"Rucolafrø";-2.53760657801153e-05;0;8;"Vårspelt";-1.59999638024159e-05;0;122;"Kommenfrø";-2.80825593396366e-06;0;704;"Grønkorn af vårrug";-3.76580626099432e-05;0;340;"Randzoneordning, PD uden udtagningsforpligtigelse";8.08085662975807e-07;0;708;"Grønkorn af vinterhavre";-6.14916148631232e-07;0
"145";325;"MFO-Blomsterbrak";-0.0166373373097643;0.00536860135152409;323;"MFO-udyrket areal ved vandboring";-0.000138477017800662;0;122;"Kommenfrø";-4.9075765099338e-05;0;122;"Kommenfrø";-0.000529258337872066;0;122;"Kommenfrø";-0.000634856415042635;0;665;"Havrerodfrø";-0.000177798777377636;0;122;"Kommenfrø";-0.00495744010964928;0;324;"Blomsterbrak";-0.000612539857886854;0.0725626395435376;491;"Storfrugtet tranebær";-0.000231392006782527;0;663;"Pastinakfrø";-0.00312431395761677;0;247;"Miljøgræs MVJ-tilsagn (0 N), omdrift";-0.000467525971838408;0;286;"Permanent græs og kløvergræs uden norm, over 50 % kløver";-0.000332516717306332;0;122;"Kommenfrø";-0.000351498413167373;0;57;"Vinterhavre";-0.000788079180567797;0;517;"Brombær";-0.000432449192182291;0;500;"Buske og træer Planteskoleplanter";-0.000554607294019771;0.0843454790823212;536;"Spisedruer";-0.000522095932489282;0.00141386720959168;449;"Medicinpl., stauder ";-0.000407001008197201;0;570;"Humle";-0.000396702187532352;0;570;"Humle";-0.00725563732079486;0;285;"Græs og kløvergræs uden norm, over 50 % kløver (omdrift)";-0.000198806041551872;0;286;"Permanent græs og kløvergræs uden norm, over 50 % kløver";-5.41827694632943e-05;0;25;"Sojabønner";-0.000452132572959526;0;570;"Humle";-1.61092200417983e-05;0;25;"Sojabønner";-0.00077837257663521;0;325;"MFO-Blomsterbrak";-0.000633991142627645;0.00472947408248203;509;"Trækvæde";-6.1382034649653e-05;0;122;"Kommenfrø";-1.66268935490774e-05;0;122;"Kommenfrø";-6.04277464633954e-06;0;122;"Kommenfrø";-5.20567853090112e-06;0;325;"MFO-Blomsterbrak";-0.000264616161765615;0.0199535626179074;440;"Solhat";-8.19047479496742e-06;0;25;"Sojabønner";1.19735014440992e-05;0;449;"Medicinpl., stauder ";-2.7995407921794e-05;0;41;"Spindhør";1.10528031158894e-06;0;604;"MFO - El";-2.53760664607355e-05;0;342;"Bestøverbrak";-1.59999638546477e-05;0;663;"Pastinakfrø";-2.99904949641944e-06;0;56;"Vårtriticale";-3.76580626313319e-05;0;341;"Randzoneordning, Pd med udtagningsforpligtigelse";8.08085662344357e-07;0;25;"Sojabønner";-6.52615806928431e-07;0
"133";286;"Permanent græs og kløvergræs uden norm, over 50 % kløver";-0.016637376642655;4.26079472343181e-05;921;"Bar jord";-0.000138477017813274;0;258;"Permanent græs, ø-støtte";-4.97927575194188e-05;0;663;"Pastinakfrø";-0.000529703831461732;0;440;"Solhat";-0.000636189162937309;0;258;"Permanent græs, ø-støtte";-0.000178122627625524;0;658;"Gulerodsfrø";-0.00496012229927845;0;247;"Miljøgræs MVJ-tilsagn (0 N), omdrift";-0.000612559724263101;0;41;"Spindhør";-0.000231605057677146;0;277;"Kløver til fabrik";-0.00312481860306583;0;325;"MFO-Blomsterbrak";-0.000467528151799905;0;434;"Grøntsager, andre (friland)";-0.000332516720000004;0;449;"Medicinpl., stauder ";-0.00035166945409633;0.00182735180176888;248;"Permanent græs ved vandboring";-0.00078807918074075;0;563;"Svampe, champignon";-0.000432449192259917;0;265;"Græs/kløvergræs slæt før vårsåede afgrøder";-0.000554626711504138;0;258;"Permanent græs, ø-støtte";-0.000522097402797307;0;272;"Permanent græs til fabrik";-0.000407001008465506;0;122;"Kommenfrø";-0.000396702187557295;0;122;"Kommenfrø";-0.00725563732678777;0;361;"Ikke støtteberettiget landbrugsareal";-0.00019880604237148;0;285;"Græs og kløvergræs uden norm, over 50 % kløver (omdrift)";-5.41827695538972e-05;0;579;"Tagetes, sygdomssanerende plante";-0.000452132573622411;0;122;"Kommenfrø";-1.61092200419145e-05;0;505;"Ribs, stiklingeopformering";-0.000779879643011866;0;324;"Blomsterbrak";-0.000633991259532878;0;118;"Rajsvingelfrø, efterårsudlagt";-6.15650278044982e-05;0;449;"Medicinpl., stauder ";-1.66885522442004e-05;0;258;"Permanent græs, ø-støtte";-6.07302973440318e-06;0;258;"Permanent græs, ø-støtte";-5.46308873202382e-06;0;324;"Blomsterbrak";-0.000264616232971637;0;665;"Havrerodfrø";-8.20204854904824e-06;0;579;"Tagetes, sygdomssanerende plante";1.19735014392264e-05;0;272;"Permanent græs til fabrik";-2.79954079233855e-05;0;998;"Ukendt afgrøde";1.10528031150254e-06;0;491;"Storfrugtet tranebær";-2.53760666130531e-05;0;329;"MFO-bræmme, miljøtilsagn";-1.59999638588025e-05;0;277;"Kløver til fabrik";-3.05223543162961e-06;0;497;"Planteskolekulturer, vedplanter, til videresalg";-3.76580630268444e-05;0;510;"Melon";8.08085661800478e-07;0;579;"Tagetes, sygdomssanerende plante";-6.52615806979199e-07;0
"132";285;"Græs og kløvergræs uden norm, over 50 % kløver (omdrift)";-0.0166373852585036;0;496;"Medicinpl., vedplanter";-0.000138477017914104;0;536;"Spisedruer";-4.97927577658062e-05;0;277;"Kløver til fabrik";-0.000529791076274343;0;665;"Havrerodfrø";-0.000637542162712817;0;536;"Spisedruer";-0.00017812262848401;0;258;"Permanent græs, ø-støtte";-0.00496291028265463;0;325;"MFO-Blomsterbrak";-0.000612563660053027;0;998;"Ukendt afgrøde";-0.000231605057723614;0;181;"Anden oliefrøart";-0.00312723586682552;0.00460975471376969;324;"Blomsterbrak";-0.000467528234065608;0;285;"Græs og kløvergræs uden norm, over 50 % kløver (omdrift)";-0.0003325167204933;0;272;"Permanent græs til fabrik";-0.000351669513520943;0;51;"Blanding bredbladet afgrøde, frø/kerne";-0.000788079181224379;0;570;"Humle";-0.00043244919239696;0;275;"Rullegræs, permanent";-0.000554627046558465;0;277;"Kløver til fabrik";-0.000522105196030128;0;23;"Rybs";-0.000407001008538951;0;283;"Fodergulerødder";-0.000396802823270348;0;449;"Medicinpl., stauder ";-0.00726714428443256;0;323;"MFO-udyrket areal ved vandboring";-0.000198806043686534;0;361;"Ikke støtteberettiget landbrugsareal";-5.41827696074668e-05;0;440;"Solhat";-0.000452234003018845;0;277;"Kløver til fabrik";-1.66400218583735e-05;0;149;"Kartofler, lægge- (certificerede)";-0.000779894785102609;0.0159123055162659;286;"Permanent græs og kløvergræs uden norm, over 50 % kløver";-0.000633991270500679;0;35;"Bælgsæd, flerårig blanding";-6.15650292308945e-05;0;272;"Permanent græs til fabrik";-1.66885522453787e-05;0;536;"Spisedruer";-6.07302974021345e-06;0;536;"Spisedruer";-5.46308875218018e-06;0;286;"Permanent græs og kløvergræs uden norm, over 50 % kløver";-0.000264616236653475;0;449;"Medicinpl., stauder ";-8.21928042353668e-06;0;277;"Kløver til fabrik";1.06327461601944e-05;0;23;"Rybs";-2.79954079238212e-05;0;665;"Havrerodfrø";1.05179906541887e-06;0;360;"Vildtafgrøder";-2.57022387839688e-05;0;336;"MFO-bræmme, permanent græs, sommerslåning ";-1.59999638647379e-05;0;665;"Havrerodfrø";-3.25778600475174e-06;0;603;"MFO - Poppel (0-100 andre træer pr. ha)";-3.76580630710709e-05;0;258;"Permanent græs, ø-støtte";7.5737510198456e-07;0;665;"Havrerodfrø";-6.70796942641697e-07;0
"161";361;"Ikke støtteberettiget landbrugsareal";-0.0166373909003408;0;508;"Andre af slægten Vaccinium";-0.000138665373167824;0;663;"Pastinakfrø";-4.98425949751425e-05;0;658;"Gulerodsfrø";-0.000529799148526537;0;277;"Kløver til fabrik";-0.000638610078365216;0;658;"Gulerodsfrø";-0.000179036063551103;0;536;"Spisedruer";-0.00496291093596109;0;285;"Græs og kløvergræs uden norm, over 50 % kløver (omdrift)";-0.000612563741936838;0.0037211610022327;658;"Gulerodsfrø";-0.000231678072659499;0;669;"Andet havefrø";-0.00312723698738338;0.000118198838814607;286;"Permanent græs og kløvergræs uden norm, over 50 % kløver";-0.000467528238426976;0;361;"Ikke støtteberettiget landbrugsareal";-0.000332516722377619;0;23;"Rybs";-0.000351669513595474;0;489;"Havtorn";-0.000788079181352177;0;122;"Kommenfrø";-0.000432449192418384;0;433;"Krydderurt";-0.000554627083792756;0;658;"Gulerodsfrø";-0.000522683937032901;0;360;"Vildtafgrøder";-0.000408611093481687;0;449;"Medicinpl., stauder ";-0.000398242790125515;0;272;"Permanent græs til fabrik";-0.0072671443703054;0;921;"Bar jord";-0.000198806043716331;0;487;"Skovlandbrug";-5.41827696280313e-05;0;258;"Permanent græs, ø-støtte";-0.000453430112662821;0;258;"Permanent græs, ø-støtte";-1.6908952106889e-05;0;665;"Havrerodfrø";-0.000780045104364012;0;285;"Græs og kløvergræs uden norm, over 50 % kløver (omdrift)";-0.000633991286183513;0;339;"MFO-brak, forårsslåning";-6.17898263251021e-05;0;23;"Rybs";-1.66885522457012e-05;0;118;"Rajsvingelfrø, efterårsudlagt";-6.10085555335581e-06;0;449;"Medicinpl., stauder ";-5.54262683045967e-06;0;434;"Grøntsager, andre (friland)";-0.000264616241103235;0;272;"Permanent græs til fabrik";-8.21928042495953e-06;0;536;"Spisedruer";1.03246537913584e-05;0.018491124260355;283;"Fodergulerødder";-2.90478154289399e-05;0;283;"Fodergulerødder";9.37545210924372e-07;0;23;"Rybs";-2.60307969839472e-05;0.0173450508788159;337;"MFO-bræmme, permanent græs, miljøtilsagn";-1.59999638807635e-05;0;536;"Spisedruer";-3.33482717850518e-06;0.118296529968454;702;"Grønkron af vårhvede";-3.76580642086963e-05;0;536;"Spisedruer";7.57375101833288e-07;0;258;"Permanent græs, ø-støtte";-7.1018234706167e-07;0
"144";324;"Blomsterbrak";-0.0166373915460571;0.00357906756768272;507;"Hindbær, stiklingeopformering";-0.000138701030707594;0;277;"Kløver til fabrik";-4.98824959993397e-05;0;449;"Medicinpl., stauder ";-0.000531455497920731;0;258;"Permanent græs, ø-støtte";-0.000639520487703308;0;449;"Medicinpl., stauder ";-0.000179105395554598;0;277;"Kløver til fabrik";-0.00496673290732247;0;286;"Permanent græs og kløvergræs uden norm, over 50 % kløver";-0.000612563816453016;0;340;"Randzoneordning, PD uden udtagningsforpligtigelse";-0.000231726584756281;0;50;"Anden bredbladet afgrøde";-0.00313207386840487;0;285;"Græs og kløvergræs uden norm, over 50 % kløver (omdrift)";-0.000467528244663286;0;487;"Skovlandbrug";-0.000332516723100978;0;283;"Fodergulerødder";-0.000351822297818891;0;654;"Rucolafrø";-0.000788079182853446;0;277;"Kløver til fabrik";-0.000433267877684312;0;258;"Permanent græs, ø-støtte";-0.000555259794824468;0;663;"Pastinakfrø";-0.000525191854936805;0;433;"Krydderurt";-0.000409545773502901;0.0929607539945512;272;"Permanent græs til fabrik";-0.000398242790482936;0;23;"Rybs";-0.00726714439381204;0;496;"Medicinpl., vedplanter";-0.000198806043954548;0;287;"Græs til udegrise, permanent";-5.41827696708555e-05;0;536;"Spisedruer";-0.000453430118396021;0;536;"Spisedruer";-1.69089521332861e-05;0;657;"Grønkålfrø";-0.000781121294989674;0;361;"Ikke støtteberettiget landbrugsareal";-0.000633991295456104;0;327;"MFO-bræmme, sommerslåning";-6.17898329511402e-05;0;41;"Spindhør";-1.6740873619189e-05;0;35;"Bælgsæd, flerårig blanding";-6.1008555718723e-06;0;272;"Permanent græs til fabrik";-5.54262683173138e-06;0;285;"Græs og kløvergræs uden norm, over 50 % kløver (omdrift)";-0.000264616241918127;0;23;"Rybs";-8.21928042534901e-06;0;258;"Permanent græs, ø-støtte";1.03231650284527e-05;0;997;"Ikke kontrolleret afgrød";-3.10663509778083e-05;0;258;"Permanent græs, ø-støtte";9.24422457544153e-07;0;449;"Medicinpl., stauder ";-2.60636777555806e-05;0;486;"Hønsegård uden plantedække";-1.59999638855118e-05;0;258;"Permanent græs, ø-støtte";-3.36313973605482e-06;0;182;"Blanding af oliearter";-3.76580663422653e-05;0;350;"Miljøgræs med N-kvote";7.20247106030126e-07;0;536;"Spisedruer";-7.10182347500753e-07;0
"134";287;"Græs til udegrise, permanent";-0.016637397576298;0;524;"Sødkirsebær uden undervækst af græs";-0.000139211934094385;0.0869376222560313;658;"Gulerodsfrø";-5.04924382340819e-05;0;272;"Permanent græs til fabrik";-0.000531455498466237;0;536;"Spisedruer";-0.000639520498602336;0;272;"Permanent græs til fabrik";-0.000179105395608762;0;663;"Pastinakfrø";-0.00496790571021534;0;361;"Ikke støtteberettiget landbrugsareal";-0.000612563834369435;0;341;"Randzoneordning, Pd med udtagningsforpligtigelse";-0.000231726590565249;0;350;"Miljøgræs med N-kvote";-0.0031375523311936;0;361;"Ikke støtteberettiget landbrugsareal";-0.00046752824835055;0;287;"Græs til udegrise, permanent";-0.000332516724607324;0;258;"Permanent græs, ø-støtte";-0.000352130847835074;0;604;"MFO - El";-0.000788079184416643;0;449;"Medicinpl., stauder ";-0.000433732318434896;0;536;"Spisedruer";-0.000555259806990489;0;665;"Havrerodfrø";-0.000525322907164372;0;265;"Græs/kløvergræs slæt før vårsåede afgrøder";-0.000409753383551199;0;23;"Rybs";-0.000398242790580775;0;277;"Kløver til fabrik";-0.00727050782590365;0;505;"Ribs, stiklingeopformering";-0.000199022121915828;0;323;"MFO-udyrket areal ved vandboring";-5.41827696934188e-05;0;277;"Kløver til fabrik";-0.000454385238396098;0;449;"Medicinpl., stauder ";-1.69759115313552e-05;0;350;"Miljøgræs med N-kvote";-0.000787048308582309;0;487;"Skovlandbrug";-0.000633991304620937;0.00105099424055156;343;"MFO-bestøverbrak";-6.17898375895332e-05;0;998;"Ukendt afgrøde";-1.67408736198126e-05;0;440;"Solhat";-6.10399637363089e-06;0;23;"Rybs";-5.54262683207949e-06;0;361;"Ikke støtteberettiget landbrugsareal";-0.000264616245030891;0;340;"Randzoneordning, PD uden udtagningsforpligtigelse";-8.28383217947439e-06;0;449;"Medicinpl., stauder ";1.03165975648396e-05;0;920;"Økologisk sommerbra";-3.10663511172533e-05;0;536;"Spisedruer";9.24422454956665e-07;0;272;"Permanent græs til fabrik";-2.60636781907478e-05;0;58;"Sorghum";-1.59999638872924e-05;0;658;"Gulerodsfrø";-3.7124402879641e-06;0;706;"Grønkorn af vinterbyg";-3.76580667037366e-05;0;315;"Miljøgræs brugt som udtagning";7.20247105680667e-07;0;350;"Miljøgræs med N-kvote";-7.36499618387564e-07;0
"295";921;"Bar jord";-0.0166373997598554;0.000106519868085795;504;"Solbær, stiklingeopformering";-0.000139212500567167;0;449;"Medicinpl., stauder ";-5.11423267860555e-05;0;23;"Rybs";-0.000531455498615563;0;283;"Fodergulerødder";-0.000639527721912334;0;23;"Rybs";-0.000179105395623589;0;283;"Fodergulerødder";-0.00497330098982111;0.00475254112433242;487;"Skovlandbrug";-0.000612563836924999;0;510;"Melon";-0.000231726595568623;0;315;"Miljøgræs brugt som udtagning";-0.00313755292688221;0;487;"Skovlandbrug";-0.00046752824976603;0;323;"MFO-udyrket areal ved vandboring";-0.000332516725400992;0;536;"Spisedruer";-0.000352130852150507;0;491;"Storfrugtet tranebær";-0.000788079184766475;0;272;"Permanent græs til fabrik";-0.000433732318741881;0;149;"Kartofler, lægge- (certificerede)";-0.000556827960714529;0.108832876235253;283;"Fodergulerødder";-0.000528549962459835;0;500;"Buske og træer Planteskoleplanter";-0.000409753471555294;0;536;"Spisedruer";-0.000399298983717691;0.00398724082934609;258;"Permanent græs, ø-støtte";-0.00727835464245805;0;340;"Randzoneordning, PD uden udtagningsforpligtigelse";-0.000199987655887292;0;921;"Bar jord";-5.41827696953664e-05;0;449;"Medicinpl., stauder ";-0.000454499762109367;0;272;"Permanent græs til fabrik";-1.69759115330206e-05;0;315;"Miljøgræs brugt som udtagning";-0.000787048375140962;0;287;"Græs til udegrise, permanent";-0.000633991306428313;0;9;"Vinterspelt";-6.17898376979349e-05;0;658;"Gulerodsfrø";-1.69784103998374e-05;0;524;"Sødkirsebær uden undervækst af græs";-6.12309577835462e-06;0.0747011952191235;41;"Spindhør";-6.09410335110556e-06;0;487;"Skovlandbrug";-0.00026461624622583;0;341;"Randzoneordning, Pd med udtagningsforpligtigelse";-8.2838322736116e-06;0;272;"Permanent græs til fabrik";1.03165975621806e-05;0;498;"Containerplads 4, vedplanter";-3.1174665561238e-05;0;440;"Solhat";9.13115910876259e-07;0;665;"Havrerodfrø";-2.65444234284733e-05;0;335;"MFO-bræmme, permanent græs, forårsslåning";-1.59999638890731e-05;0;449;"Medicinpl., stauder ";-4.06220220011103e-06;0;55;"Vårrug";-3.76580668695074e-05;0;181;"Anden oliefrøart";6.92473096091501e-07;0;315;"Miljøgræs brugt som udtagning";-7.36499619401904e-07;0
"196";487;"Skovlandbrug";-0.016637399766457;0.000532599340428977;509;"Trækvæde";-0.000139212500652137;0;272;"Permanent græs til fabrik";-5.11423268016007e-05;0;258;"Permanent græs, ø-støtte";-0.000532410086773393;0;449;"Medicinpl., stauder ";-0.000639609648013035;0;41;"Spindhør";-0.000180126935595925;0;440;"Solhat";-0.00497331891725968;0;287;"Græs til udegrise, permanent";-0.000612563842246789;0;306;"Græs i omdrift, uden udbetaling af økologi-tilskud";-0.000232420241862211;0;657;"Grønkålfrø";-0.00313851537871734;0;287;"Græs til udegrise, permanent";-0.000467528252713671;0;921;"Bar jord";-0.000332516725469496;0;320;"Braklagte randzoner";-0.000352153008376564;0;711;"Grønkorn af vintertriticale";-0.000788264797020747;0;23;"Rybs";-0.000433732318825914;0;181;"Anden oliefrøart";-0.000562827828271844;0;449;"Medicinpl., stauder ";-0.000528680439801652;0;275;"Rullegræs, permanent";-0.000409753500667926;0;258;"Permanent græs, ø-støtte";-0.000399307906818568;0;536;"Spisedruer";-0.00727835600352583;0;341;"Randzoneordning, Pd med udtagningsforpligtigelse";-0.000199987660700706;0;496;"Medicinpl., vedplanter";-5.41827697109362e-05;0;272;"Permanent græs til fabrik";-0.000454499762471087;0;23;"Rybs";-1.69759115334765e-05;0;327;"MFO-bræmme, sommerslåning";-0.000788816437113509;0;323;"MFO-udyrket areal ved vandboring";-0.000633991310333893;0;338;"Brak, forårsslåning";-6.1789837784984e-05;0;258;"Permanent græs, ø-støtte";-1.70325762926342e-05;0;504;"Solbær, stiklingeopformering";-6.12312850768394e-06;0;998;"Ukendt afgrøde";-6.09410335177861e-06;0;287;"Græs til udegrise, permanent";-0.00026461624871421;0;510;"Melon";-8.28383235469375e-06;0;23;"Rybs";1.03165975614528e-05;0;708;"Grønkorn af vinterhavre";-3.11746655635099e-05;0;663;"Pastinakfrø";8.71067220751239e-07;0;658;"Gulerodsfrø";-2.68706567939183e-05;0;536;"Spisedruer";-1.61543644991463e-05;0.0166844634276562;272;"Permanent græs til fabrik";-4.06220220142663e-06;0;305;"Permanent græs, uden udbetaling af økologi-tilskud";-3.76580668749641e-05;0;669;"Andet havefrø";6.92473095701912e-07;0;449;"Medicinpl., stauder ";-8.00910959382645e-07;0
