"Tablepotatoes.code";"Tablepotatoes.name";"Tablepotatoes.mean";"Gherkin.code";"Gherkin.name";"Gherkin.mean";"Aspargus.code";"Aspargus.name";"Aspargus.mean";"Cauliflower.code";"Cauliflower.name";"Cauliflower.mean";"Broccoli.code";"Broccoli.name";"Broccoli.mean";"Kale.code";"Kale.name";"Kale.mean";"Carrot.code";"Carrot.name";"Carrot.mean";"Whitecabbage.code";"Whitecabbage.name";"Whitecabbage.mean";"Celeriac.code";"Celeriac.name";"Celeriac.mean";"Onions.code";"Onions.name";"Onions.mean";"Parsnip.code";"Parsnip.name";"Parsnip.mean";"Rootparsley.code";"Rootparsley.name";"Rootparsley.mean";"Leek.code";"Leek.name";"Leek.mean";"Beet.code";"Beet.name";"Beet.mean";"Redcabbage.code";"Redcabbage.name";"Redcabbage.mean";"Lettuce.code";"Lettuce.name";"Lettuce.mean";"Savoycabbage.pointedcabbage.code";"Savoycabbage.pointedcabbage.name";"Savoycabbage.pointedcabbage.mean";"Spinach.code";"Spinach.name";"Spinach.mean";"Sweetcorn.code";"Sweetcorn.name";"Sweetcorn.mean";"Peas.code";"Peas.name";"Peas.mean";"Jerusalemartichoke.code";"Jerusalemartichoke.name";"Jerusalemartichoke.mean";"Leafparsley.code";"Leafparsley.name";"Leafparsley.mean";"Pumpkin.code";"Pumpkin.name";"Pumpkin.mean";"Rhubarb.code";"Rhubarb.name";"Rhubarb.mean";"Strawberry.code";"Strawberry.name";"Strawberry.mean";"Blackcurrant.code";"Blackcurrant.name";"Blackcurrant.mean";"Redcurrant.code";"Redcurrant.name";"Redcurrant.mean";"Gooseberry.code";"Gooseberry.name";"Gooseberry.mean";"Raspberry.code";"Raspberry.name";"Raspberry.mean";"Blueberry.code";"Blueberry.name";"Blueberry.mean";"Sourcherry.code";"Sourcherry.name";"Sourcherry.mean";"Plum.code";"Plum.name";"Plum.mean";"Sweetcherry.code";"Sweetcherry.name";"Sweetcherry.mean";"Elder.code";"Elder.name";"Elder.mean";"Hazel.code";"Hazel.name";"Hazel.mean";"Apple.code";"Apple.name";"Apple.mean";"Pear.code";"Pear.name";"Pear.mean";"Winegrape.code";"Winegrape.name";"Winegrape.mean";"Rosehip.code";"Rosehip.name";"Rosehip.mean";"Tomato.code";"Tomato.name";"Tomato.mean";"Cucumber.code";"Cucumber.name";"Cucumber.mean"
"12";14;"Vinterrug";9274.625;405;"Courgette, squash";90;14;"Vinterrug";52.625;22;"Vinterraps";306.875;14;"Vinterrug";407.5;14;"Vinterrug";109.5;14;"Vinterrug";5081.875;108;"Rødsvingelfrø";324.125;22;"Vinterraps";126.625;15;"Vinterhybridrug";2109.25;417;"Rødbede";392.5;22;"Vinterraps";318.5;15;"Vinterhybridrug";242.375;3;"Vårhavre";692.75;3;"Vårhavre";228.125;3;"Vårhavre";353.625;22;"Vinterraps";335.125;124;"Spinatfrø";215.875;511;"Græskar";345.625;15;"Vinterhybridrug";3127.125;402;"Bladselleri";155.625;3;"Vårhavre";25.625;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";262.625;17;"Blanding af efterårssåede arter";15.25;411;"Løg";448.625;160;"Sukkerroer til fabrik";135.875;160;"Sukkerroer til fabrik";24.375;532;"Anden buskfrugt";10.125;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";5.25;10;"Vinterbyg";12;263;"Græs uden kløvergræs (omdrift)";91.625;529;"Pærer";8.875;252;"Permanent græs, normalt udbytte";17.5;7;"Korn + bælgsæd under 50% bælgsæd";22.625;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";1;263;"Græs uden kløvergræs (omdrift)";87.125;216;"Silomajs";12.5;263;"Græs uden kløvergræs (omdrift)";16.75;263;"Græs uden kløvergræs (omdrift)";24.625;150;"Kartofler, lægge- (egen opformering)";0.125;123;"Valmuefrø";1.75
"2";2;"Vårhvede";9120.625;450;"Grøntsager, blandinger";66;450;"Grøntsager, blandinger";44.25;151;"Kartofler, stivelses-";304.875;3;"Vårhavre";385.625;152;"Kartofler, spise-";106.5;2;"Vårhvede";3535.25;3;"Vårhavre";305.25;417;"Rødbede";125.25;113;"Engrapsgræsfrø (plænetype)";1609.625;10;"Vinterbyg";321;417;"Rødbede";277.75;408;"Hvidkål";214.875;411;"Løg";622.625;108;"Rødsvingelfrø";224.375;421;"Savoykål, spidskål";335.375;152;"Kartofler, spise-";328.125;13;"Vinterhvede, brødhvede";187.125;3;"Vårhavre";244.125;2;"Vårhvede";2679.25;31;"Hestebønner";121.75;10;"Vinterbyg";17.75;216;"Silomajs";239.375;2;"Vårhvede";12.625;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";360.25;13;"Vinterhvede, brødhvede";134.125;603;"MFO - Poppel (0-100 andre træer pr. ha)";21.375;411;"Løg";8.625;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";4.625;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";10.25;514;"Solbær";88.625;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";8.625;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";15.375;263;"Græs uden kløvergræs (omdrift)";21.125;532;"Anden buskfrugt";1;583;"Juletræer og pyntegrønt på landbrugsjord";73.25;263;"Græs uden kløvergræs (omdrift)";12.25;216;"Silomajs";16;593;"Poppel (0-100 andre træer pr. ha)";24.25;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";0.125;450;"Grøntsager, blandinger";1.625
"11";13;"Vinterhvede, brødhvede";5516.625;2;"Vårhvede";55.75;216;"Silomajs";40.625;407;"Gulerod";294.25;16;"Vintertriticale";361.25;429;"Jordskokker, konsum";101.875;151;"Kartofler, stivelses-";3180.5;513;"Jordbær";271.125;10;"Vinterbyg";116.5;151;"Kartofler, stivelses-";1607.75;216;"Silomajs";319.5;14;"Vinterrug";223.625;450;"Grøntsager, blandinger";213.75;412;"Pastinak";381.5;216;"Silomajs";220.25;22;"Vinterraps";320;408;"Hvidkål";272.875;450;"Grøntsager, blandinger";174.375;14;"Vinterrug";217.875;124;"Spinatfrø";2620.625;210;"Vårbyg, helsæd";118.5;402;"Bladselleri";17.75;101;"Rajgræsfrø, alm.";231.5;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";11.5;14;"Vinterrug";280.375;152;"Kartofler, spise-";124.375;14;"Vinterrug";19;415;"Porre";8.625;511;"Græskar";4.625;152;"Kartofler, spise-";7.375;10;"Vinterbyg";81.5;310;"Brak, sommerslåning";6.5;513;"Jordbær";13.125;216;"Silomajs";18.875;10;"Vinterbyg";0.875;513;"Jordbær";63;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";12.125;3;"Vårhavre";14.375;252;"Permanent græs, normalt udbytte";23;1;"Vårbyg";0;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";1.5
"134";407;"Gulerod";5493.25;108;"Rødsvingelfrø";54.125;16;"Vintertriticale";35.125;411;"Løg";260.75;407;"Gulerod";353.625;215;"Ærtehelsæd";94;31;"Hestebønner";3042.75;421;"Savoykål, spidskål";256;408;"Hvidkål";116.25;124;"Spinatfrø";1433.75;13;"Vinterhvede, brødhvede";294.125;30;"Ærter";174.75;421;"Savoykål, spidskål";167;14;"Vinterrug";355.125;10;"Vinterbyg";216.125;14;"Vinterrug";307;403;"Blomkål";264.625;120;"Kløverfrø";170.75;15;"Vinterhybridrug";215.625;120;"Kløverfrø";2385;701;"Grønkorn af vårbyg";110.625;421;"Savoykål, spidskål";17.5;108;"Rødsvingelfrø";206.625;263;"Græs uden kløvergræs (omdrift)";10.375;423;"Sukkermajs";263.75;2;"Vårhvede";122.5;505;"Ribs, stiklingeopformering";15.375;216;"Silomajs";8.25;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";4.5;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";7;529;"Pærer";74;401;"Asparges";5.125;529;"Pærer";13;528;"Æbler";17.5;14;"Vinterrug";0.875;152;"Kartofler, spise-";58.875;2;"Vårhvede";11.75;583;"Juletræer og pyntegrønt på landbrugsjord";11.75;539;"Blandet frugt";21.75;NA;NA;NA;230;"Blanding af vårkorn, grønkorn";1.25
"33";101;"Rajgræsfrø, alm.";5406.5;417;"Rødbede";43.75;3;"Vårhavre";32.125;513;"Jordbær";242.875;22;"Vinterraps";340.375;402;"Bladselleri";89.375;30;"Ærter";2866.375;415;"Porre";245.75;450;"Grøntsager, blandinger";106.25;14;"Vinterrug";1350.875;101;"Rajgræsfrø, alm.";280.875;101;"Rajgræsfrø, alm.";134.125;411;"Løg";154.75;150;"Kartofler, lægge- (egen opformering)";333.375;160;"Sukkerroer til fabrik";161;450;"Grøntsager, blandinger";301.75;424;"Ærter, konsum";260.5;14;"Vinterrug";123.75;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";199.625;101;"Rajgræsfrø, alm.";2268.625;13;"Vinterhvede, brødhvede";107.75;263;"Græs uden kløvergræs (omdrift)";15.875;400;"Asieagurker";205;152;"Kartofler, spise-";9.25;450;"Grøntsager, blandinger";234.875;3;"Vårhavre";113.5;593;"Poppel (0-100 andre træer pr. ha)";14.25;22;"Vinterraps";7.875;424;"Ærter, konsum";4.125;22;"Vinterraps";6.25;522;"Blomme uden undervækst af græs";66.25;2;"Vårhvede";4.125;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";9.625;593;"Poppel (0-100 andre træer pr. ha)";12.375;16;"Vintertriticale";0.875;310;"Brak, sommerslåning";55.875;152;"Kartofler, spise-";10.75;531;"Anden træfrugt";11.375;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";19.75;NA;NA;NA;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";1
"59";153;"Kartofler, andre";5274.5;124;"Spinatfrø";42.125;513;"Jordbær";29.5;421;"Savoykål, spidskål";228;15;"Vinterhybridrug";339.25;216;"Silomajs";83.75;101;"Rajgræsfrø, alm.";2724.5;420;"Salat (friland)";239;2;"Vårhvede";98.75;108;"Rødsvingelfrø";1338.875;151;"Kartofler, stivelses-";251.125;10;"Vinterbyg";130.625;152;"Kartofler, spise-";148.375;216;"Silomajs";329.75;404;"Broccoli";157;152;"Kartofler, spise-";295.5;14;"Vinterrug";246.75;15;"Vinterhybridrug";114.125;5;"Majs til modenhed";184.25;513;"Jordbær";2023.75;108;"Rødsvingelfrø";94.5;433;"Krydderurt";11.875;2;"Vårhvede";189.75;545;"Potteplanter";6.125;30;"Ærter";167.875;520;"Surkirsebær uden undervækst af græs";109.5;532;"Anden buskfrugt";13.75;515;"Ribs";4.375;531;"Anden træfrugt";3.75;263;"Græs uden kløvergræs (omdrift)";5.625;424;"Ærter, konsum";58.25;7;"Korn + bælgsæd under 50% bælgsæd";4.125;10;"Vinterbyg";8.875;16;"Vintertriticale";10.875;252;"Permanent græs, normalt udbytte";0.875;216;"Silomajs";55.375;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";10.75;251;"Permanent græs, lavt udbytte";11.125;3;"Vårhavre";8.5;NA;NA;NA;7;"Korn + bælgsæd under 50% bælgsæd";0.75
"56";150;"Kartofler, lægge- (egen opformering)";4141.25;418;"Rødkål";35.875;13;"Vinterhvede, brødhvede";25.5;14;"Vinterrug";186.5;216;"Silomajs";313.875;10;"Vinterbyg";80;16;"Vintertriticale";2229.875;424;"Ærter, konsum";229.5;418;"Rødkål";90.25;2;"Vårhvede";1147.625;14;"Vinterrug";201.75;151;"Kartofler, stivelses-";130.625;513;"Jordbær";142;31;"Hestebønner";314.25;513;"Jordbær";130.625;415;"Porre";279;415;"Porre";232.75;3;"Vårhavre";109.25;151;"Kartofler, stivelses-";143.25;111;"Svingelfrø, strand-";1837.125;412;"Pastinak";84.25;2;"Vårhvede";11.75;3;"Vårhavre";187.375;15;"Vinterhybridrug";5.625;151;"Kartofler, stivelses-";167.875;5;"Majs til modenhed";99.25;3;"Vårhavre";13.125;101;"Rajgræsfrø, alm.";4.25;593;"Poppel (0-100 andre træer pr. ha)";3.75;3;"Vårhavre";5.25;3;"Vårhavre";53;252;"Permanent græs, normalt udbytte";3.75;216;"Silomajs";8.625;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";10.5;310;"Brak, sommerslåning";0.625;10;"Vinterbyg";50;423;"Sukkermajs";10;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";10.875;270;"Græs til udegrise, omdrift";6.75;NA;NA;NA;13;"Vinterhvede, brødhvede";0.75
"96";263;"Græs uden kløvergræs (omdrift)";3541.125;151;"Kartofler, stivelses-";25.25;308;"MFO-brak, sommerslåning";23.625;3;"Vårhavre";178;31;"Hestebønner";234;16;"Vintertriticale";75.625;215;"Ærtehelsæd";1480.875;407;"Gulerod";222.75;124;"Spinatfrø";85.75;3;"Vårhavre";1091.375;5;"Majs til modenhed";201;412;"Pastinak";128.375;13;"Vinterhvede, brødhvede";137.375;418;"Rødkål";276.625;15;"Vinterhybridrug";121.25;10;"Vinterbyg";251.375;409;"Kinakål";209.5;430;"Bladpersille";106.75;514;"Solbær";141.875;216;"Silomajs";1777.875;406;"Grønkål";79.25;4;"Blanding af vårsåede arter";10.625;150;"Kartofler, lægge- (egen opformering)";163.875;252;"Permanent græs, normalt udbytte";5.125;410;"Knoldselleri";165.25;30;"Ærter";94.625;310;"Brak, sommerslåning";11.125;519;"Blåbær";4;510;"Melon";3.625;252;"Permanent græs, normalt udbytte";4.625;310;"Brak, sommerslåning";50.125;152;"Kartofler, spise-";3.25;124;"Spinatfrø";8.375;308;"MFO-brak, sommerslåning";10.25;152;"Kartofler, spise-";0.5;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";47.5;10;"Vinterbyg";9.25;10;"Vinterbyg";9.375;5;"Majs til modenhed";6.375;NA;NA;NA;120;"Kløverfrø";0.75
"5";5;"Majs til modenhed";2997.625;160;"Sukkerroer til fabrik";20.75;108;"Rødsvingelfrø";19.625;409;"Kinakål";175.375;2;"Vårhvede";210.75;120;"Kløverfrø";74.125;153;"Kartofler, andre";1172.375;2;"Vårhvede";215.75;101;"Rajgræsfrø, alm.";73.875;511;"Græskar";994.125;31;"Hestebønner";175.375;13;"Vinterhvede, brødhvede";108;30;"Ærter";115.625;413;"Rodpersille";243.75;14;"Vinterrug";112.25;153;"Kartofler, andre";238;513;"Jordbær";189.25;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";90.375;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";117.75;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";1653.375;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";79.125;7;"Korn + bælgsæd under 50% bælgsæd";10.375;514;"Solbær";156.375;415;"Porre";4.625;263;"Græs uden kløvergræs (omdrift)";155;516;"Stikkelsbær";82;528;"Æbler";10.875;583;"Juletræer og pyntegrønt på landbrugsjord";3.25;514;"Solbær";3.625;215;"Ærtehelsæd";4.375;124;"Spinatfrø";44.625;263;"Græs uden kløvergræs (omdrift)";3.25;583;"Juletræer og pyntegrønt på landbrugsjord";8.125;251;"Permanent græs, lavt udbytte";8.5;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";0.5;522;"Blomme uden undervækst af græs";45.625;252;"Permanent græs, normalt udbytte";8.375;14;"Vinterrug";7;230;"Blanding af vårkorn, grønkorn";6;NA;NA;NA;405;"Courgette, squash";0.75
"138";411;"Løg";2992;416;"Rosenkål";20.625;110;"Svingelfrø, stivbladet";19.25;424;"Ærter, konsum";166.5;150;"Kartofler, lægge- (egen opformering)";181.125;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";60.875;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";1118;13;"Vinterhvede, brødhvede";164;421;"Savoykål, spidskål";72.75;101;"Rajgræsfrø, alm.";905.25;153;"Kartofler, andre";147.125;153;"Kartofler, andre";101.125;420;"Salat (friland)";114.875;410;"Knoldselleri";185.625;408;"Hvidkål";106.25;216;"Silomajs";229.375;423;"Sukkermajs";188.75;152;"Kartofler, spise-";90.375;421;"Savoykål, spidskål";113.375;152;"Kartofler, spise-";1306.25;261;"Kløvergræs, over 50% kløver (omdrift)";74.25;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";10.375;15;"Vinterhybridrug";151;250;"Permanent græs, meget lavt udbytte";4.5;415;"Porre";150;21;"Vårraps";81.875;108;"Rødsvingelfrø";10.5;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";2.375;3;"Vårhavre";3.5;250;"Permanent græs, meget lavt udbytte";4.375;583;"Juletræer og pyntegrønt på landbrugsjord";33;524;"Sødkirsebær uden undervækst af græs";2.5;22;"Vinterraps";6.75;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";5.5;524;"Sødkirsebær uden undervækst af græs";0.5;532;"Anden buskfrugt";43;539;"Blandet frugt";8.125;250;"Permanent græs, meget lavt udbytte";6.125;709;"Grønkorn af vinterrug";5.5;NA;NA;NA;501;"Stauder";0.75
"14";16;"Vintertriticale";2831.75;101;"Rajgræsfrø, alm.";20.25;434;"Grøntsager, andre (friland)";17.5;408;"Hvidkål";165.5;152;"Kartofler, spise-";165.125;108;"Rødsvingelfrø";53;417;"Rødbede";1077.125;403;"Blomkål";160.125;405;"Courgette, squash";66.375;513;"Jordbær";878;16;"Vintertriticale";139.5;411;"Løg";91.5;3;"Vårhavre";92.125;513;"Jordbær";184.125;410;"Knoldselleri";93.25;402;"Bladselleri";223;13;"Vinterhvede, brødhvede";180.875;421;"Savoykål, spidskål";86.625;400;"Asieagurker";103.25;5;"Majs til modenhed";893;215;"Ærtehelsæd";67.125;404;"Broccoli";9.625;124;"Spinatfrø";131;16;"Vintertriticale";4.375;13;"Vinterhvede, brødhvede";145.375;411;"Løg";81.75;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";8.375;513;"Jordbær";2.375;528;"Æbler";3.375;2;"Vårhvede";3.625;513;"Jordbær";32.875;400;"Asieagurker";2.375;532;"Anden buskfrugt";6.125;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";5.25;251;"Permanent græs, lavt udbytte";0.375;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";39.875;257;"Permanent græs, uden kløver";7.75;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";5.625;210;"Vårbyg, helsæd";4.375;NA;NA;NA;152;"Kartofler, spise-";0.625
"22";31;"Hestebønner";2541.75;216;"Silomajs";19.75;252;"Permanent græs, normalt udbytte";15.625;108;"Rødsvingelfrø";138.75;7;"Korn + bælgsæd under 50% bælgsæd";143.625;30;"Ærter";50.625;13;"Vinterhvede, brødhvede";1001;14;"Vinterrug";158.625;404;"Broccoli";63.125;153;"Kartofler, andre";839.625;413;"Rodpersille";128;701;"Grønkorn af vårbyg";80.75;14;"Vinterrug";89.625;13;"Vinterhvede, brødhvede";170.75;403;"Blomkål";80.125;150;"Kartofler, lægge- (egen opformering)";195.5;404;"Broccoli";154.125;31;"Hestebønner";82.5;101;"Rajgræsfrø, alm.";88.5;411;"Løg";867.375;216;"Silomajs";64.25;448;"Medicinpl., en- og toårige";9.5;30;"Ærter";127.75;411;"Løg";4.375;16;"Vintertriticale";127;423;"Sukkermajs";77.25;124;"Spinatfrø";8.125;3;"Vårhavre";2;450;"Grøntsager, blandinger";3.25;516;"Stikkelsbær";3.375;2;"Vårhvede";31.5;513;"Jordbær";2.25;16;"Vintertriticale";5.875;514;"Solbær";5.25;503;"En- og to-årige planter";0.375;531;"Anden træfrugt";39.875;524;"Sødkirsebær uden undervækst af græs";7.5;2;"Vårhvede";5.25;21;"Vårraps";3.625;NA;NA;NA;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";0.5
"170";513;"Jordbær";2417.125;31;"Hestebønner";19.25;411;"Løg";12.75;16;"Vintertriticale";122.125;450;"Grøntsager, blandinger";138;7;"Korn + bælgsæd under 50% bælgsæd";48.375;5;"Majs til modenhed";809.125;497;"Planteskolekulturer, vedplanter, til videresalg";151.625;511;"Græskar";56.875;404;"Broccoli";807.125;30;"Ærter";121.375;31;"Hestebønner";79;2;"Vårhvede";84.625;30;"Ærter";148.125;124;"Spinatfrø";77.125;215;"Ærtehelsæd";177;450;"Grøntsager, blandinger";147;402;"Bladselleri";69.375;450;"Grøntsager, blandinger";82.875;112;"Engrapgræsfrø (marktype)";752.25;413;"Rodpersille";63.875;416;"Rosenkål";9.375;417;"Rødbede";115.875;666;"Purløgsfrø";4.375;408;"Hvidkål";123;513;"Jordbær";74.25;181;"Anden oliefrøart";7.875;252;"Permanent græs, normalt udbytte";2;517;"Brombær";3;11;"Vinterhvede";2.875;5;"Majs til modenhed";27.5;539;"Blandet frugt";2.25;270;"Græs til udegrise, omdrift";5.25;15;"Vinterhybridrug";5.125;513;"Jordbær";0.25;15;"Vinterhybridrug";35.5;3;"Vårhavre";7.375;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";5.25;308;"MFO-brak, sommerslåning";3.375;NA;NA;NA;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";0.375
"7";7;"Korn + bælgsæd under 50% bælgsæd";2374.25;3;"Vårhavre";18.5;415;"Porre";12.375;7;"Korn + bælgsæd under 50% bælgsæd";107.625;263;"Græs uden kløvergræs (omdrift)";136;32;"Sødlupin";47.75;411;"Løg";804;450;"Grøntsager, blandinger";142.5;14;"Vinterrug";50.875;407;"Gulerod";752.125;110;"Svingelfrø, stivbladet";110.25;415;"Porre";48.375;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";81.875;108;"Rødsvingelfrø";134.5;150;"Kartofler, lægge- (egen opformering)";74.25;263;"Græs uden kløvergræs (omdrift)";157.125;5;"Majs til modenhed";117.375;406;"Grønkål";66.625;31;"Hestebønner";79.75;150;"Kartofler, lægge- (egen opformering)";678.375;263;"Græs uden kløvergræs (omdrift)";57;14;"Vinterrug";8.5;424;"Ærter, konsum";110;120;"Kløverfrø";4.125;514;"Solbær";118.5;101;"Rajgræsfrø, alm.";72.25;308;"MFO-brak, sommerslåning";7.625;21;"Vårraps";1.625;522;"Blomme uden undervækst af græs";3;513;"Jordbær";2.625;515;"Ribs";25.875;424;"Ærter, konsum";2.125;251;"Permanent græs, lavt udbytte";4.5;230;"Blanding af vårkorn, grønkorn";5.125;519;"Blåbær";0.25;160;"Sukkerroer til fabrik";29.75;310;"Brak, sommerslåning";6.625;310;"Brak, sommerslåning";4.75;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";2.875;NA;NA;NA;255;"Permanent græs, under 50% kløver/lucerne";0.375
"21";30;"Ærter";2171.5;408;"Hvidkål";17.75;263;"Græs uden kløvergræs (omdrift)";10.875;420;"Salat (friland)";94.75;108;"Rødsvingelfrø";129.125;421;"Savoykål, spidskål";44.625;150;"Kartofler, lægge- (egen opformering)";717;7;"Korn + bælgsæd under 50% bælgsæd";113.375;423;"Sukkermajs";46.375;424;"Ærter, konsum";714.375;429;"Jordskokker, konsum";105.125;429;"Jordskokker, konsum";47.25;16;"Vintertriticale";69.25;450;"Grøntsager, blandinger";123.5;424;"Ærter, konsum";73.125;406;"Grønkål";141.375;101;"Rajgræsfrø, alm.";106.25;2;"Vårhvede";66.375;2;"Vårhvede";78.625;30;"Ærter";673.875;450;"Grøntsager, blandinger";47.125;411;"Løg";8.5;405;"Courgette, squash";106.375;421;"Savoykål, spidskål";3.75;528;"Æbler";113.125;106;"Hundegræsfrø";68.75;216;"Silomajs";7.5;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";1.625;261;"Kløvergræs, over 50% kløver (omdrift)";2.875;517;"Brombær";1.875;603;"MFO - Poppel (0-100 andre træer pr. ha)";23.5;281;"Kålroer";2;308;"MFO-brak, sommerslåning";3.5;151;"Kartofler, stivelses-";3.25;182;"Blanding af oliearter";0.125;14;"Vinterrug";29;30;"Ærter";6.25;151;"Kartofler, stivelses-";4.125;449;"Medicinpl., stauder ";2.5;NA;NA;NA;261;"Kløvergræs, over 50% kløver (omdrift)";0.375
"60";160;"Sukkerroer til fabrik";1999.625;410;"Knoldselleri";14.125;310;"Brak, sommerslåning";10.75;31;"Hestebønner";91.125;124;"Spinatfrø";125.625;415;"Porre";44.125;415;"Porre";564.875;151;"Kartofler, stivelses-";102.75;422;"Spinat";45.875;5;"Majs til modenhed";660.25;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";75.125;420;"Salat (friland)";44;108;"Rødsvingelfrø";67.125;173;"Kløver til slæt";117.125;421;"Savoykål, spidskål";63.625;32;"Sødlupin";131.875;215;"Ærtehelsæd";98.375;415;"Porre";58.125;108;"Rødsvingelfrø";77.875;106;"Hundegræsfrø";653.375;2;"Vårhvede";45.375;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";7.5;450;"Grøntsager, blandinger";101.875;215;"Ærtehelsæd";3.625;2;"Vårhvede";100.125;108;"Rødsvingelfrø";64.125;21;"Vårraps";7.125;512;"Rabarber";1.5;603;"MFO - Poppel (0-100 andre træer pr. ha)";2.5;255;"Permanent græs, under 50% kløver/lucerne";1.5;423;"Sukkermajs";23;30;"Ærter";1.875;230;"Blanding af vårkorn, grønkorn";3.375;250;"Permanent græs, meget lavt udbytte";3.125;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.125;5;"Majs til modenhed";25.875;181;"Anden oliefrøart";6;450;"Grøntsager, blandinger";3.625;660;"Persillefrø";2.125;NA;NA;NA;400;"Asieagurker";0.25
"101";268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";1983.25;14;"Vinterrug";13.375;424;"Ærter, konsum";10.625;450;"Grøntsager, blandinger";86.625;30;"Ærter";124.25;423;"Sukkermajs";41;230;"Blanding af vårkorn, grønkorn";550.25;410;"Knoldselleri";99.125;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";44;421;"Savoykål, spidskål";617.25;411;"Løg";67.25;404;"Broccoli";33.5;31;"Hestebønner";63.375;511;"Græskar";108.625;153;"Kartofler, andre";58.625;430;"Bladpersille";130.25;153;"Kartofler, andre";95.5;112;"Engrapgræsfrø (marktype)";51.5;247;"Miljøgræs MVJ-tilsagn (0 N), omdrift";69.375;113;"Engrapsgræsfrø (plænetype)";652;151;"Kartofler, stivelses-";39.5;406;"Grønkål";7;31;"Hestebønner";94.625;308;"MFO-brak, sommerslåning";3.5;511;"Græskar";98.25;511;"Græskar";61.625;103;"Rajgræsfrø, ital.";6.375;255;"Permanent græs, under 50% kløver/lucerne";1.375;520;"Surkirsebær uden undervækst af græs";2.25;424;"Ærter, konsum";1.5;230;"Blanding af vårkorn, grønkorn";21.875;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";1.875;152;"Kartofler, spise-";3.25;2;"Vårhvede";2.75;517;"Brombær";0.125;251;"Permanent græs, lavt udbytte";25.375;424;"Ærter, konsum";5.875;514;"Solbær";3.625;54;"Bælgsæd blanding";1.375;NA;NA;NA;24;"Solsikke";0
