"Tablepotatoes.code";"Tablepotatoes.name";"Tablepotatoes.mean";"Gherkin.code";"Gherkin.name";"Gherkin.mean";"Aspargus.code";"Aspargus.name";"Aspargus.mean";"Cauliflower.code";"Cauliflower.name";"Cauliflower.mean";"Broccoli.code";"Broccoli.name";"Broccoli.mean";"Kale.code";"Kale.name";"Kale.mean";"Carrot.code";"Carrot.name";"Carrot.mean";"Whitecabbage.code";"Whitecabbage.name";"Whitecabbage.mean";"Celeriac.code";"Celeriac.name";"Celeriac.mean";"Onions.code";"Onions.name";"Onions.mean";"Parsnip.code";"Parsnip.name";"Parsnip.mean";"Rootparsley.code";"Rootparsley.name";"Rootparsley.mean";"Leek.code";"Leek.name";"Leek.mean";"Beet.code";"Beet.name";"Beet.mean";"Redcabbage.code";"Redcabbage.name";"Redcabbage.mean";"Lettuce.code";"Lettuce.name";"Lettuce.mean";"Savoycabbage.pointedcabbage.code";"Savoycabbage.pointedcabbage.name";"Savoycabbage.pointedcabbage.mean";"Spinach.code";"Spinach.name";"Spinach.mean";"Sweetcorn.code";"Sweetcorn.name";"Sweetcorn.mean";"Peas.code";"Peas.name";"Peas.mean";"Jerusalemartichoke.code";"Jerusalemartichoke.name";"Jerusalemartichoke.mean";"Leafparsley.code";"Leafparsley.name";"Leafparsley.mean";"Pumpkin.code";"Pumpkin.name";"Pumpkin.mean";"Rhubarb.code";"Rhubarb.name";"Rhubarb.mean";"Strawberry.code";"Strawberry.name";"Strawberry.mean";"Blackcurrant.code";"Blackcurrant.name";"Blackcurrant.mean";"Redcurrant.code";"Redcurrant.name";"Redcurrant.mean";"Gooseberry.code";"Gooseberry.name";"Gooseberry.mean";"Raspberry.code";"Raspberry.name";"Raspberry.mean";"Blueberry.code";"Blueberry.name";"Blueberry.mean";"Sourcherry.code";"Sourcherry.name";"Sourcherry.mean";"Plum.code";"Plum.name";"Plum.mean";"Sweetcherry.code";"Sweetcherry.name";"Sweetcherry.mean";"Elder.code";"Elder.name";"Elder.mean";"Hazel.code";"Hazel.name";"Hazel.mean";"Apple.code";"Apple.name";"Apple.mean";"Pear.code";"Pear.name";"Pear.mean";"Winegrape.code";"Winegrape.name";"Winegrape.mean";"Rosehip.code";"Rosehip.name";"Rosehip.mean";"Tomato.code";"Tomato.name";"Tomato.mean";"Cucumber.code";"Cucumber.name";"Cucumber.mean"
"10";13;"Vinterhvede, brødhvede";1269.875;216;"Silomajs";4.75;434;"Grøntsager, andre (friland)";7;409;"Kinakål";43.875;2;"Vårhvede";72.375;402;"Bladselleri";22.375;151;"Kartofler, stivelses-";504.5;411;"Løg";47;22;"Vinterraps";24.875;113;"Engrapsgræsfrø (plænetype)";245.75;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";38;101;"Rajgræsfrø, alm.";29.25;411;"Løg";43;2;"Vårhvede";66.75;418;"Rødkål";27.75;430;"Bladpersille";84.125;152;"Kartofler, spise-";56.375;13;"Vinterhvede, brødhvede";31.5;520;"Surkirsebær uden undervækst af græs";48.625;15;"Vinterhybridrug";311.625;450;"Grøntsager, blandinger";30.875;433;"Krydderurt";3.875;150;"Kartofler, lægge- (egen opformering)";31.5;10;"Vinterbyg";3.125;450;"Grøntsager, blandinger";69.875;14;"Vinterrug";11;263;"Græs uden kløvergræs (omdrift)";3.75;152;"Kartofler, spise-";0.625;511;"Græskar";1.125;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";1.75;529;"Pærer";7.75;524;"Sødkirsebær uden undervækst af græs";1.875;10;"Vinterbyg";3.25;528;"Æbler";2.5;1;"Vårbyg";0.125;532;"Anden buskfrugt";18.625;216;"Silomajs";2.75;531;"Anden træfrugt";3.25;215;"Ærtehelsæd";0.5;NA;NA;NA;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";0.625
"102";411;"Løg";981.625;417;"Rødbede";4.5;14;"Vinterrug";6.875;31;"Hestebønner";43.125;407;"Gulerod";66.125;2;"Vårhvede";19.25;101;"Rajgræsfrø, alm.";441.125;513;"Jordbær";41.75;3;"Vårhavre";22.125;424;"Ærter, konsum";208.375;13;"Vinterhvede, brødhvede";34.5;420;"Salat (friland)";23;216;"Silomajs";40.75;417;"Rødbede";57;10;"Vinterbyg";26.375;153;"Kartofler, andre";78.25;15;"Vinterhybridrug";52.5;108;"Rødsvingelfrø";30.625;31;"Hestebønner";46;22;"Vinterraps";289.5;412;"Pastinak";28.5;15;"Vinterhybridrug";3.75;3;"Vårhavre";30.25;120;"Kløverfrø";2.75;216;"Silomajs";61;30;"Ærter";10.625;251;"Permanent græs, lavt udbytte";3.25;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";0.625;517;"Brombær";1.125;252;"Permanent græs, normalt udbytte";1.625;263;"Græs uden kløvergræs (omdrift)";7.25;255;"Permanent græs, under 50% kløver/lucerne";1.75;16;"Vintertriticale";3.25;489;"Havtorn";2.375;251;"Permanent græs, lavt udbytte";0.125;263;"Græs uden kløvergræs (omdrift)";14.625;230;"Blanding af vårkorn, grønkorn";2.5;583;"Juletræer og pyntegrønt på landbrugsjord";2.75;252;"Permanent græs, normalt udbytte";0.5;NA;NA;NA;2;"Vårhvede";0.375
"29";101;"Rajgræsfrø, alm.";877.75;513;"Jordbær";3.875;10;"Vinterbyg";6;407;"Gulerod";42.375;3;"Vårhavre";61.125;430;"Bladpersille";17;16;"Vintertriticale";347.375;14;"Vinterrug";40.75;216;"Silomajs";18.25;101;"Rajgræsfrø, alm.";177.375;16;"Vintertriticale";34.375;3;"Vårhavre";18.875;421;"Savoykål, spidskål";37.125;14;"Vinterrug";53.875;151;"Kartofler, stivelses-";23.75;450;"Grøntsager, blandinger";74.375;216;"Silomajs";49.75;402;"Bladselleri";22.125;500;"Buske og træer Planteskoleplanter";40.75;513;"Jordbær";284.125;281;"Kålroer";21.625;152;"Kartofler, spise-";3.75;513;"Jordbær";28.625;2;"Vårhvede";2.375;423;"Sukkermajs";55.375;519;"Blåbær";9.125;181;"Anden oliefrøart";3.125;263;"Græs uden kløvergræs (omdrift)";0.5;514;"Solbær";1;410;"Knoldselleri";1.375;10;"Vinterbyg";4.375;583;"Juletræer og pyntegrønt på landbrugsjord";1.625;533;"Rønnebær";3;514;"Solbær";1.875;519;"Blåbær";0.125;22;"Vinterraps";14.375;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";2.125;251;"Permanent græs, lavt udbytte";2.375;310;"Brak, sommerslåning";0.375;NA;NA;NA;310;"Brak, sommerslåning";0.125
"16";22;"Vinterraps";777.75;3;"Vårhavre";3.625;513;"Jordbær";6;15;"Vinterhybridrug";39.875;150;"Kartofler, lægge- (egen opformering)";59.5;410;"Knoldselleri";13.875;22;"Vinterraps";281.75;497;"Planteskolekulturer, vedplanter, til videresalg";38.25;656;"Bladbedefrø, rødbedefrø";14.625;2;"Vårhvede";176.375;14;"Vinterrug";27.5;173;"Kløver til slæt";17.5;16;"Vintertriticale";35.5;173;"Kløver til slæt";46.375;410;"Knoldselleri";21.75;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";71.875;403;"Blomkål";44.125;15;"Vinterhybridrug";18.375;513;"Jordbær";38.375;152;"Kartofler, spise-";283.125;14;"Vinterrug";19.25;10;"Vinterbyg";3.5;402;"Bladselleri";24.875;250;"Permanent græs, meget lavt udbytte";2.25;30;"Ærter";44.5;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";7.25;520;"Surkirsebær uden undervækst af græs";2.625;450;"Grøntsager, blandinger";0.5;310;"Brak, sommerslåning";0.875;513;"Jordbær";1.125;513;"Jordbær";4.25;518;"Hindbær";1.5;263;"Græs uden kløvergræs (omdrift)";2.125;31;"Hestebønner";1.375;532;"Anden buskfrugt";0.125;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";13.125;30;"Ærter";1.625;520;"Surkirsebær uden undervækst af græs";2.375;524;"Sødkirsebær uden undervækst af græs";0.25;NA;NA;NA;NA;NA;NA
"13";16;"Vintertriticale";604.875;407;"Gulerod";3.125;511;"Græskar";5;411;"Løg";28;31;"Hestebønner";46.5;415;"Porre";12.375;411;"Løg";268.625;3;"Vårhavre";37.375;14;"Vinterrug";13.75;3;"Vårhavre";172;404;"Broccoli";25.75;10;"Vinterbyg";15.875;450;"Grøntsager, blandinger";28.875;410;"Knoldselleri";40.5;216;"Silomajs";19.25;15;"Vinterhybridrug";70.75;101;"Rajgræsfrø, alm.";31.875;430;"Bladpersille";16.125;408;"Hvidkål";33.375;216;"Silomajs";279.625;108;"Rødsvingelfrø";19;434;"Grøntsager, andre (friland)";3.5;405;"Courgette, squash";24;407;"Gulerod";2.125;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";36;108;"Rødsvingelfrø";6.75;539;"Blandet frugt";2.5;250;"Permanent græs, meget lavt udbytte";0.25;251;"Permanent græs, lavt udbytte";0.75;11;"Vinterhvede";0.75;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";3.875;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";1.125;522;"Blomme uden undervækst af græs";2;921;"Bar jord";1.125;NA;NA;NA;531;"Anden træfrugt";12.75;423;"Sukkermajs";1.5;263;"Græs uden kløvergræs (omdrift)";2.125;10;"Vinterbyg";0.125;NA;NA;NA;NA;NA;NA
"5";5;"Majs til modenhed";567.375;16;"Vintertriticale";2.375;263;"Græs uden kløvergræs (omdrift)";4.25;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";21.375;113;"Engrapsgræsfrø (plænetype)";36.25;261;"Kløvergræs, over 50% kløver (omdrift)";12.25;13;"Vinterhvede, brødhvede";217.375;420;"Salat (friland)";37.125;418;"Rødkål";13.375;407;"Gulerod";160.5;173;"Kløver til slæt";21.25;153;"Kartofler, andre";14.25;3;"Vårhavre";25.75;30;"Ærter";37.875;403;"Blomkål";18.125;408;"Hvidkål";61.875;407;"Gulerod";29.875;3;"Vårhavre";15.25;14;"Vinterrug";30.5;424;"Ærter, konsum";275.625;5;"Majs til modenhed";18.875;14;"Vinterrug";3.125;400;"Asieagurker";23.625;513;"Jordbær";1.75;511;"Græskar";31.25;3;"Vårhavre";6.625;15;"Vinterhybridrug";1.5;266;"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)";0.25;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";0.75;424;"Ærter, konsum";0.75;514;"Solbær";3.625;513;"Jordbær";1;6;"Vårhvede, brødhvede";1.875;507;"Hindbær, stiklingeopformering";1;NA;NA;NA;522;"Blomme uden undervækst af græs";12.125;181;"Anden oliefrøart";1.125;539;"Blandet frugt";2;263;"Græs uden kløvergræs (omdrift)";0.125;NA;NA;NA;NA;NA;NA
"19";31;"Hestebønner";496.25;450;"Grøntsager, blandinger";2.375;424;"Ærter, konsum";3.875;151;"Kartofler, stivelses-";19.25;418;"Rødkål";35.25;10;"Vinterbyg";11.25;417;"Rødbede";165.375;173;"Kløver til slæt";32.75;101;"Rajgræsfrø, alm.";13.25;421;"Savoykål, spidskål";159.5;403;"Blomkål";20.875;415;"Porre";13;152;"Kartofler, spise-";25.375;13;"Vinterhvede, brødhvede";37.5;500;"Buske og træer Planteskoleplanter";18;407;"Gulerod";56;408;"Hvidkål";29.5;415;"Porre";14.25;405;"Courgette, squash";24.125;423;"Sukkermajs";212;13;"Vinterhvede, brødhvede";18.375;407;"Gulerod";2.625;173;"Kløver til slæt";23.25;411;"Løg";1.375;16;"Vintertriticale";25.875;2;"Vårhvede";5.25;308;"MFO-brak, sommerslåning";1.5;403;"Blomkål";0.25;10;"Vinterbyg";0.5;450;"Grøntsager, blandinger";0.625;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";3.25;539;"Blandet frugt";0.875;513;"Jordbær";1.375;434;"Grøntsager, andre (friland)";0.875;NA;NA;NA;308;"MFO-brak, sommerslåning";10;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";0.625;266;"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)";1.875;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.125;NA;NA;NA;NA;NA;NA
"107";417;"Rødbede";416.375;421;"Savoykål, spidskål";2.25;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";3.5;420;"Salat (friland)";18.125;56;"Vårtriticale";33.5;407;"Gulerod";11;5;"Majs til modenhed";137.375;450;"Grøntsager, blandinger";29.75;15;"Vinterhybridrug";12.5;511;"Græskar";155.875;308;"MFO-brak, sommerslåning";18;412;"Pastinak";12.125;31;"Hestebønner";24.125;418;"Rødkål";36.25;513;"Jordbær";16;10;"Vinterbyg";54.625;215;"Ærtehelsæd";29.25;421;"Savoykål, spidskål";13.625;247;"Miljøgræs MVJ-tilsagn (0 N), omdrift";23.375;6;"Vårhvede, brødhvede";174.625;406;"Grønkål";16.75;402;"Bladselleri";2.5;120;"Kløverfrø";22.125;5;"Majs til modenhed";0.875;528;"Æbler";22.75;263;"Græs uden kløvergræs (omdrift)";5.25;516;"Stikkelsbær";1.375;512;"Rabarber";0.25;263;"Græs uden kløvergræs (omdrift)";0.5;493;"Surbær ";0.625;252;"Permanent græs, normalt udbytte";2.625;401;"Asparges";0.75;22;"Vinterraps";1.25;261;"Kløvergræs, over 50% kløver (omdrift)";0.75;NA;NA;NA;15;"Vinterhybridrug";9;22;"Vinterraps";0.5;250;"Permanent græs, meget lavt udbytte";1.625;520;"Surkirsebær uden undervækst af græs";0.125;NA;NA;NA;NA;NA;NA
"73";263;"Græs uden kløvergræs (omdrift)";392.25;416;"Rosenkål";2.125;16;"Vintertriticale";3;513;"Jordbær";18;16;"Vintertriticale";31;422;"Spinat";10.25;210;"Vårbyg, helsæd";112;418;"Rødkål";29.375;421;"Savoykål, spidskål";10.25;417;"Rødbede";154.5;110;"Svingelfrø, stivbladet";15.75;403;"Blomkål";8.375;14;"Vinterrug";19.875;3;"Vårhavre";36.125;417;"Rødbede";13.875;14;"Vinterrug";52.375;13;"Vinterhvede, brødhvede";28.75;410;"Knoldselleri";13.375;150;"Kartofler, lægge- (egen opformering)";22.25;411;"Løg";173.625;404;"Broccoli";12.875;7;"Korn + bælgsæd under 50% bælgsæd";2.25;417;"Rødbede";21.5;31;"Hestebønner";0.875;4;"Blanding af vårsåede arter";20.625;547;"Planteskolekulturer, stauder";5.25;160;"Sukkerroer til fabrik";1;520;"Surkirsebær uden undervækst af græs";0.25;407;"Gulerod";0.5;516;"Stikkelsbær";0.625;530;"Vindrue";2.5;2;"Vårhvede";0.625;251;"Permanent græs, lavt udbytte";1;263;"Græs uden kløvergræs (omdrift)";0.75;NA;NA;NA;181;"Anden oliefrøart";7;524;"Sødkirsebær uden undervækst af græs";0.5;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";1.5;NA;NA;NA;NA;NA;NA;NA;NA;NA
"122";450;"Grøntsager, blandinger";388.375;418;"Rødkål";1.375;30;"Ærter";2.875;14;"Vinterrug";17;210;"Vårbyg, helsæd";30.125;152;"Kartofler, spise-";10;415;"Porre";101.25;7;"Korn + bælgsæd under 50% bælgsæd";26.25;2;"Vårhvede";9.75;404;"Broccoli";148.5;153;"Kartofler, andre";15.375;263;"Græs uden kløvergræs (omdrift)";7.875;22;"Vinterraps";18.125;216;"Silomajs";33.125;15;"Vinterhybridrug";13.75;403;"Blomkål";51.75;424;"Ærter, konsum";28.75;106;"Hundegræsfrø";13.125;215;"Ærtehelsæd";19.25;17;"Blanding af efterårssåede arter";158.5;124;"Spinatfrø";11;403;"Blomkål";2.125;404;"Broccoli";20.5;545;"Potteplanter";0.875;434;"Grøntsager, andre (friland)";15.375;539;"Blandet frugt";4.75;250;"Permanent græs, meget lavt udbytte";0.875;22;"Vinterraps";0.125;434;"Grøntsager, andre (friland)";0.5;509;"Trækvæde";0.5;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";2.375;310;"Brak, sommerslåning";0.625;529;"Pærer";0.75;532;"Anden buskfrugt";0.75;NA;NA;NA;216;"Silomajs";7;15;"Vinterhybridrug";0.375;171;"Lucerne, slæt";1.375;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7";7;"Korn + bælgsæd under 50% bælgsæd";335.75;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";1.25;310;"Brak, sommerslåning";2.75;152;"Kartofler, spise-";16.5;10;"Vinterbyg";28.125;511;"Græskar";8.875;31;"Hestebønner";95;424;"Ærter, konsum";26.125;513;"Jordbær";7.875;151;"Kartofler, stivelses-";137.875;408;"Hvidkål";12.875;410;"Knoldselleri";7;30;"Ærter";17.875;22;"Vinterraps";31.375;210;"Vårbyg, helsæd";12.5;152;"Kartofler, spise-";48.125;404;"Broccoli";27.5;30;"Ærter";12.625;22;"Vinterraps";19;106;"Hundegræsfrø";115.375;10;"Vinterbyg";10.375;404;"Broccoli";2.125;424;"Ærter, konsum";20.5;281;"Kålroer";0.75;417;"Rødbede";15.25;532;"Anden buskfrugt";4.5;509;"Trækvæde";0.75;308;"MFO-brak, sommerslåning";0.125;530;"Vindrue";0.5;528;"Æbler";0.5;160;"Sukkerroer til fabrik";2;281;"Kålroer";0.375;30;"Ærter";0.625;251;"Permanent græs, lavt udbytte";0.5;NA;NA;NA;900;"Øvrige afgrøder";6.5;250;"Permanent græs, meget lavt udbytte";0.375;514;"Solbær";1.25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"44";160;"Sukkerroer til fabrik";313.625;412;"Pastinak";1.25;4;"Blanding af vårsåede arter";2.125;109;"Rajsvingelfrø";15.375;4;"Blanding af vårsåede arter";26;403;"Blomkål";8.375;153;"Kartofler, andre";88.25;421;"Savoykål, spidskål";25.875;173;"Kløver til slæt";7.625;22;"Vinterraps";127.625;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";10;411;"Løg";5.5;424;"Ærter, konsum";16.875;150;"Kartofler, lægge- (egen opformering)";30.75;432;"Krydderurter (undtagen persille og purløg)";10.75;409;"Kinakål";47.125;423;"Sukkermajs";25.75;152;"Kartofler, spise-";12.375;15;"Vinterhybridrug";18.75;421;"Savoykål, spidskål";91.5;120;"Kløverfrø";9;263;"Græs uden kløvergræs (omdrift)";2;421;"Savoykål, spidskål";20.375;415;"Porre";0.75;13;"Vinterhvede, brødhvede";14.375;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";4.375;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";0.5;429;"Jordskokker, konsum";0.125;3;"Vårhavre";0.375;3;"Vårhavre";0.375;493;"Surbær ";1;210;"Vårbyg, helsæd";0.25;152;"Kartofler, spise-";0.625;310;"Brak, sommerslåning";0.5;NA;NA;NA;10;"Vinterbyg";6;539;"Blandet frugt";0.375;3;"Vårhavre";1.125;NA;NA;NA;NA;NA;NA;NA;NA;NA
"130";513;"Jordbær";295.625;14;"Vinterrug";1;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";1.5;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";14.25;421;"Savoykål, spidskål";25.875;408;"Hvidkål";8;404;"Broccoli";87.375;547;"Planteskolekulturer, stauder";25;400;"Asieagurker";5.875;124;"Spinatfrø";127.25;413;"Rodpersille";7.875;210;"Vårbyg, helsæd";3.875;434;"Grøntsager, andre (friland)";15.125;120;"Kløverfrø";28.625;421;"Savoykål, spidskål";10.5;2;"Vårhvede";34.625;417;"Rødbede";24.75;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";11.5;421;"Savoykål, spidskål";18.5;5;"Majs til modenhed";87.375;216;"Silomajs";7.75;405;"Courgette, squash";1.875;7;"Korn + bælgsæd under 50% bælgsæd";18.75;15;"Vinterhybridrug";0.625;415;"Porre";14.25;152;"Kartofler, spise-";4;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.5;NA;NA;NA;255;"Permanent græs, under 50% kløver/lucerne";0.375;4;"Blanding af vårsåede arter";0.375;22;"Vinterraps";0.875;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.25;526;"Hyld";0.625;22;"Vinterraps";0.375;NA;NA;NA;450;"Grøntsager, blandinger";5.25;5;"Majs til modenhed";0.25;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";1.125;NA;NA;NA;NA;NA;NA;NA;NA;NA
"18";30;"Ærter";287.375;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";1;252;"Permanent græs, normalt udbytte";1.375;255;"Permanent græs, under 50% kløver/lucerne";14;7;"Korn + bælgsæd under 50% bælgsæd";25.375;416;"Rosenkål";7.875;4;"Blanding af vårsåede arter";85.5;150;"Kartofler, lægge- (egen opformering)";24.375;17;"Blanding af efterårssåede arter";5.375;408;"Hvidkål";124.75;215;"Ærtehelsæd";7.625;310;"Brak, sommerslåning";2.75;113;"Engrapsgræsfrø (plænetype)";14.375;421;"Savoykål, spidskål";26.375;511;"Græskar";9.75;31;"Hestebønner";31.75;7;"Korn + bælgsæd under 50% bælgsæd";20.75;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";9.25;108;"Rødsvingelfrø";18;113;"Engrapsgræsfrø (plænetype)";83.125;270;"Græs til udegrise, omdrift";7.625;2;"Vårhvede";1.5;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";18.625;406;"Grønkål";0.625;108;"Rødsvingelfrø";10.375;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";4;13;"Vinterhvede, brødhvede";0.25;NA;NA;NA;450;"Grøntsager, blandinger";0.375;255;"Permanent græs, under 50% kløver/lucerne";0.375;3;"Vårhavre";0.75;519;"Blåbær";0.25;531;"Anden træfrugt";0.5;276;"Permanent græs og kløvergræs uden norm, under 50 % kløver";0.25;NA;NA;NA;31;"Hestebønner";4.875;13;"Vinterhvede, brødhvede";0.25;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";1.125;NA;NA;NA;NA;NA;NA;NA;NA;NA
"108";418;"Rødkål";273.125;401;"Asparges";1;656;"Bladbedefrø, rødbedefrø";1.375;7;"Korn + bælgsæd under 50% bælgsæd";13.625;215;"Ærtehelsæd";23;423;"Sukkermajs";7.875;420;"Salat (friland)";73.5;403;"Blomkål";22.75;124;"Spinatfrø";5.375;108;"Rødsvingelfrø";69.625;263;"Græs uden kløvergræs (omdrift)";7.625;308;"MFO-brak, sommerslåning";2.625;172;"Lucernegræs, over 25% græs til slæt inkl. eget foder";14;511;"Græskar";22.75;150;"Kartofler, lægge- (egen opformering)";9.625;3;"Vårhavre";30;450;"Grøntsager, blandinger";20.125;22;"Vinterraps";8.25;153;"Kartofler, andre";17.375;124;"Spinatfrø";79.375;417;"Rødbede";7.375;411;"Løg";1;31;"Hestebønner";17.875;308;"MFO-brak, sommerslåning";0.5;42;"Hamp";9.75;310;"Brak, sommerslåning";2.875;3;"Vårhavre";0.125;NA;NA;NA;520;"Surkirsebær uden undervækst af græs";0.375;517;"Brombær";0.375;14;"Vinterrug";0.75;14;"Vinterrug";0.125;250;"Permanent græs, meget lavt udbytte";0.375;531;"Anden træfrugt";0.25;NA;NA;NA;310;"Brak, sommerslåning";4.875;260;"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)";0.25;255;"Permanent græs, under 50% kløver/lucerne";0.875;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4";4;"Blanding af vårsåede arter";264.625;408;"Hvidkål";1;251;"Permanent græs, lavt udbytte";1.25;2;"Vårhvede";10.75;417;"Rødbede";20.375;421;"Savoykål, spidskål";7.5;214;"Korn og bælgsæd, helsæd, under 50% bælgsæd";73.375;422;"Spinat";19.25;416;"Rosenkål";5.25;210;"Vårbyg, helsæd";66.5;450;"Grøntsager, blandinger";7.625;413;"Rodpersille";1.625;151;"Kartofler, stivelses-";13.5;17;"Blanding af efterårssåede arter";22.375;434;"Grøntsager, andre (friland)";7.25;415;"Porre";29.25;410;"Knoldselleri";18.875;432;"Krydderurter (undtagen persille og purløg)";7;2;"Vårhvede";15.75;4;"Blanding af vårsåede arter";70.625;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";6.625;511;"Græskar";0.875;124;"Spinatfrø";17.625;254;"Miljøgræs MVJ-tilsagn (0 N), permanent";0.25;2;"Vårhvede";9.125;583;"Juletræer og pyntegrønt på landbrugsjord";2.875;5;"Majs til modenhed";0.125;NA;NA;NA;252;"Permanent græs, normalt udbytte";0.25;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";0.25;266;"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)";0.5;160;"Sukkerroer til fabrik";0.125;450;"Grøntsager, blandinger";0.375;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";0.125;NA;NA;NA;152;"Kartofler, spise-";4.75;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";0.25;528;"Æbler";0.875;NA;NA;NA;NA;NA;NA;NA;NA;NA
"78";268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";252.75;308;"MFO-brak, sommerslåning";0.875;308;"MFO-brak, sommerslåning";1.25;16;"Vintertriticale";10.5;153;"Kartofler, andre";15.625;120;"Kløverfrø";7.25;30;"Ærter";71.75;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";18.25;422;"Spinat";5.25;5;"Majs til modenhed";64.25;415;"Porre";7;511;"Græskar";1.5;2;"Vårhvede";12.625;408;"Hvidkål";19.875;280;"Fodersukkerroer";7.125;215;"Ærtehelsæd";19.5;153;"Kartofler, andre";16.625;261;"Kløvergræs, over 50% kløver (omdrift)";6;101;"Rajgræsfrø, alm.";15.75;403;"Blomkål";70.125;30;"Ærter";5.5;417;"Rødbede";0.375;2;"Vårhvede";15.625;310;"Brak, sommerslåning";0.25;421;"Savoykål, spidskål";8.75;423;"Sukkermajs";2.625;22;"Vinterraps";0.125;NA;NA;NA;267;"Græs  under 50% kløver/lucerne, meget lavt udbytte (omdrift)";0.25;522;"Blomme uden undervækst af græs";0.25;531;"Anden træfrugt";0.5;230;"Blanding af vårkorn, grønkorn";0.125;511;"Græskar";0.375;524;"Sødkirsebær uden undervækst af græs";0.125;NA;NA;NA;264;"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)";4.75;411;"Løg";0.25;151;"Kartofler, stivelses-";0.625;NA;NA;NA;NA;NA;NA;NA;NA;NA
"128";511;"Græskar";245.75;406;"Grønkål";0.875;400;"Asieagurker";1.25;418;"Rødkål";9.875;109;"Rajsvingelfrø";15.25;252;"Permanent græs, normalt udbytte";5.875;56;"Vårtriticale";70.125;151;"Kartofler, stivelses-";18;413;"Rodpersille";4.75;418;"Rødkål";63.875;406;"Grønkål";6.5;150;"Kartofler, lægge- (egen opformering)";1.375;263;"Græs uden kløvergræs (omdrift)";9.375;268;"Græs under 50% kløver/lucerne, lavt udbytte (omdrift)";16.375;215;"Ærtehelsæd";6.875;308;"MFO-brak, sommerslåning";18.125;513;"Jordbær";16.5;434;"Grøntsager, andre (friland)";4.375;450;"Grøntsager, blandinger";12.875;102;"Rajgræsfrø, alm. 1. år, efterårsudlagt";62.5;150;"Kartofler, lægge- (egen opformering)";5.375;423;"Sukkermajs";0.375;30;"Ærter";14.625;420;"Salat (friland)";0.25;418;"Rødkål";8.375;103;"Rajgræsfrø, ital.";2.5;101;"Rajgræsfrø, alm.";0.125;NA;NA;NA;524;"Sødkirsebær uden undervækst af græs";0.25;250;"Permanent græs, meget lavt udbytte";0.125;515;"Ribs";0.375;262;"Lucernegræs, over 50% lucerne (omdrift)";0.125;400;"Asieagurker";0.25;NA;NA;NA;NA;NA;NA;108;"Rødsvingelfrø";4.375;514;"Solbær";0.25;308;"MFO-brak, sommerslåning";0.625;NA;NA;NA;NA;NA;NA;NA;NA;NA
