"wc2.0_bio_10m_01" "wc2.0_bio_10m_02" "wc2.0_bio_10m_03" "wc2.0_bio_10m_04" "wc2.0_bio_10m_05" "wc2.0_bio_10m_06" "wc2.0_bio_10m_07" "wc2.0_bio_10m_08" "wc2.0_bio_10m_09" "wc2.0_bio_10m_10" "wc2.0_bio_10m_11" "wc2.0_bio_10m_12" "wc2.0_bio_10m_13" "wc2.0_bio_10m_14" "wc2.0_bio_10m_15" "wc2.0_bio_10m_16" "wc2.0_bio_10m_17" "wc2.0_bio_10m_18" "wc2.0_bio_10m_19"
"28" -0.0604583273331324 6.83537492156029 26.4834359179828 718.219739510871 13.1920003890991 -12.6180000305176 25.8100004196167 9.40616671244303 -5.34887492656708 9.40616671244303 -8.11574995517731 626 91 26 41.6800388474776 246 86 246 98
"29" 8.09447918521861 8.68854166691502 28.0571949504884 794.671384979472 22.294750213623 -8.67249965667725 30.9672498703003 17.7350832621257 -0.553749958674113 17.7350832621257 -1.88154162963231 530 75 22 38.030985071614 208 79 208 86
"30" 7.57931250333786 10.8209583361944 33.4845722135272 814.239175401852 22.394250869751 -9.92199993133545 32.3162508010864 15.7290000915527 -1.23504157861074 17.1658752759298 -2.83983333905538 599 91 24 48.7483326344676 254 79 250 81
"31" -4.58072935681169 11.7549167551721 19.9467457610982 1695.83966555389 23.6634998321533 -35.2680015563965 58.9315013885498 15.9324582417806 -22.4697503248851 15.9324582417806 -26.2287089029948 380 62 12 48.8111668210945 161 41 161 51
"32" 3.8528646354874 8.32335419952869 20.6091214333275 1098.26776204595 22.7024993896484 -17.6842498779297 40.3867492675781 17.1507083574931 -2.82200001676877 17.1507083574931 -9.90412489573161 595 74 28 28.4176374329127 197 94 197 115
"33" -1.69891682267189 9.11054180065791 23.5086490912254 1066.78954176686 17.4270000457764 -21.3269996643066 38.753999710083 5.422416528066 -9.25204169750214 11.7936248779297 -14.7445418039958 510 67 23 36.5260189707991 189 75 174 88
"34" -7.97223943471909 13.7973959247271 27.556762331675 1405.21340936933 16.1997509002686 -33.8692512512207 50.0690021514893 9.55733356873194 -24.6135416030884 9.55733356873194 -24.6135416030884 757 151 9 80.3698477309636 396 35 396 35
"35" 8.79625007510185 9.17662503321966 32.3055205605347 709.505904529801 22.2099990844727 -6.19574975967407 28.4057488441467 17.5507082939148 1.50512502590815 17.5507082939148 0.151749968528748 1254 153 58 26.633982446347 403 203 403 205
"36" 2.63678124329696 8.57706257142127 27.4485762780915 825.713634526759 17.7532501220703 -13.4945001602173 31.2477502822876 13.1415000756582 -6.18670837084452 13.1415000756582 -7.19037508964539 669 91 27 34.4985600820909 242 100 242 108
"37" 8.36208329136328 8.46991671055245 31.8477782497075 666.566336167548 21.1450004577637 -5.44999980926514 26.5950002670288 16.7091250419617 1.5073333978653 16.7091250419617 0.33775003751119 1367 149 94 16.8429264993297 431 289 431 301
"38" 7.45632290591796 7.96981252729893 23.8429756420142 937.096599693696 22.8794994354248 -10.5467500686646 33.4262495040894 18.5672499338786 -3.29066672921181 18.5672499338786 -4.26383339365323 544 73 29 31.3349691304251 199 99 199 115
"39" 8.27126043786605 7.58381259938081 40.0285686023298 425.114461561178 17.4930000305176 -1.45299994945526 18.9459999799728 4.13458335399628 9.67320835590363 13.7012084325155 3.36583338181178 914 100 52 22.7954110319542 298 165 195 269
"40" -2.55789583921432 10.5463335116704 21.1842888463286 1463.43013660444 20.5244998931885 -29.2592506408691 49.7837505340576 12.6746666431427 -11.0682499408722 14.6231250762939 -21.1685002644857 348 54 14 44.6309219254901 140 45 138 52
"41" 2.1965207871981 9.31866663352897 29.0231070418926 824.269935158853 16.46875 -15.6389999389648 32.1077499389648 12.0834165414174 -2.4427917500337 12.0834165414174 -8.19804172714551 521 60 21 27.1946790710946 165 77 165 124
"42" 4.63581260045369 11.0420833031336 27.2319600700774 1058.75218392543 23.1875 -17.3607501983643 40.5482501983643 14.7027500867844 -3.18324999014537 17.4187501271566 -8.83724991480509 1136 109 75 10.5506992267999 307 242 291 269
"43" 0.703037361303965 7.79454831282298 23.8358580677643 895.517980501584 15.9429903030396 -16.7579441070557 32.7009344100952 11.2947040398916 -1.75514018535614 11.4844236373901 -10.4197820822398 1061 104 61 13.2021436696333 301 220 282 267
"44" 5.6822917163372 9.66929173469543 28.4092207553057 898.287475642354 21.8105010986328 -12.2252502441406 34.0357513427734 -2.25408331553141 16.5381669998169 16.5381669998169 -5.33620832363764 1427 150 102 13.7691239172715 427 308 308 386
"45" 0.622520835138857 11.6387500086178 24.7231884225178 1260.99064777738 21.1634998321533 -25.9127502441406 47.0762500762939 14.038791735967 -8.04820837577184 15.2253749370575 -15.8557081222534 818 93 41 24.230513884053 266 147 256 154
"46" 5.47994266326229 8.40826590110858 23.9631887523819 980.06670093375 22.0829963684082 -13.0052633285522 35.0882596969604 2.53508779903253 -2.93690959612528 17.2887315750122 -6.46686911582947 1116 113 77 12.0785254645692 324 247 253 288
"47" -3.53668757279714 10.5319585402807 22.7502813375667 1283.03498145657 17.2985000610352 -28.9952507019043 46.2937507629395 10.5952082475026 -13.29787504673 11.8964166641235 -19.8523751894633 939 123 43 36.4369761403102 352 139 346 165
"48" 5.03273809701204 6.39166665573915 24.5968479011231 683.895502020821 18.0460319519043 -7.9396824836731 25.9857144355774 8.07883593440056 12.8410053253174 13.7489417394002 -3.20343913634618 1375 144 97 13.5469711521012 414 302 333 325
"49" 11.2339790960153 13.8272082209587 31.7731719009382 1057.95962820184 32.3627510070801 -11.1557502746582 43.5185012817383 21.496541817983 -2.05633346239726 24.14608335495 -2.05633346239726 673 101 13 55.6059629315775 277 48 258 48
"50" -3.37557300461534 11.9468540357193 23.4876073193829 1430.59486214058 20.8697490692139 -29.9947509765625 50.8645000457764 11.573833266894 -11.1431248188019 14.0023748079936 -20.5561250050863 447 83 15 62.7067123621469 214 49 212 65
"51" 9.94285404185454 11.3591667513053 30.4192778881272 936.816387092903 27.7462501525879 -9.5957498550415 37.3420000076294 14.2406665086746 -0.88141667842865 21.2957495053609 -1.88995826244354 1156 103 83 5.98001585030798 303 270 286 274
"52" 13.0298376555244 11.2525591701269 32.0863053482798 863.675901511906 30.2374534606934 -4.83220958709717 35.0696630477905 23.0318350791931 8.901997645696 23.5584891637166 2.28576791286469 1132 108 76 11.1669366592107 316 257 303 260
"53" 11.1569791336854 11.7465832829475 29.0528692761791 1029.66033421139 29.5524997711182 -10.8792495727539 40.4317493438721 21.3103750546773 -2.26437505086263 23.2697914441427 -2.26437505086263 970 112 42 27.2442232727297 316 154 299 154
"54" 3.2914478580157 10.7304375767708 26.6805181813991 1077.22667072213 21.7507495880127 -18.4675006866455 40.2182502746582 16.1960832277934 -9.34283349911372 16.1960832277934 -10.4248752593994 1124 107 67 13.7459304901008 320 225 320 242
"55" 13.0193437561393 11.6257708420356 32.1773879116992 884.959938082134 30.5615005493164 -5.56874990463257 36.130250453949 21.6046249071757 1.94012490908305 23.7966667811076 1.94012490908305 1130 115 74 11.7339191633304 316 247 302 247
"56" 9.87526526550452 11.0286031464736 30.2267726970937 918.113480897217 27.3822288513184 -9.10397911071777 36.4862079620361 1.12793984015783 18.4273649851481 21.0963748296102 -1.55579141775767 1127 105 83 7.773997180681 307 257 260 288
"57" 6.42492703534663 10.983645696193 28.8733675093262 994.037026709573 23.8875007629395 -14.1532497406006 38.04075050354 13.8483747641246 -5.1055832952261 18.329166730245 -5.97100009769201 834 111 34 28.8514708342901 279 134 242 139
"58" 5.25072913368543 11.6290000478427 24.9970446769441 1245.18869152712 26.0967502593994 -20.4247493743896 46.5214996337891 19.8749996821086 -10.9736665089925 19.8749996821086 -10.9736665089925 681 102 15 54.7337815673761 287 54 287 54
"59" 13.0716042717298 11.5870414972305 30.0474333801764 957.10389081748 31.5347499847412 -7.02775001525879 38.5625 18.0855416456858 0.765458345413208 24.5740839640299 0.765458345413208 1028 125 39 28.8034649161876 328 151 282 151
"60" 6.64749996860822 11.6260415911674 29.2475356825655 1006.39144387302 24.9137496948242 -14.8367500305176 39.7504997253418 2.24104155103366 -5.12804175416629 18.7256666819255 -6.19733345508575 1151 116 82 10.406484942684 319 252 295 269
"61" 11.6073644906282 11.5859374304612 32.1420895036913 883.359760900297 29.2157497406006 -6.83024978637695 36.0459995269775 21.8499997456868 0.606791774431864 22.4028749465942 0.606791774431864 1197 117 77 11.1182767617386 336 269 330 269
"62" 7.77107289433479 10.9521458297968 28.6795490260737 993.768360047405 25.4842491149902 -12.7037496566772 38.1879987716675 9.36758317550023 -3.83374987542629 19.7075414657593 -4.86254160106182 1097 113 63 15.7513118868656 308 214 297 225
"63" 10.4072915439804 11.2837916364272 29.903513701198 955.495321629161 27.8837490081787 -9.85025024414062 37.7339992523193 19.6849579811096 -0.487499952316284 21.7774580319722 -1.84454158941905 950 103 50 22.5339274924561 307 177 295 177
"64" 11.1841874023279 11.4309167265892 31.109191375817 919.650909391646 28.7542495727539 -7.99025011062622 36.7444996833801 20.1904164950053 -0.386874993642171 22.3364165623983 -0.386874993642171 1059 111 71 13.5647447330238 310 228 282 228
"65" 10.3606381813685 10.7389843066533 30.1302445017966 900.475248030637 27.6453132629395 -7.99656248092651 35.641875743866 1.73786453406016 18.76833375295 21.3617192904154 -0.847812533378601 1197 116 83 9.57770792387202 329 267 275 304
"66" 5.05630200107892 11.0173959533374 28.6935634504946 999.426749623764 22.746000289917 -15.6507501602173 38.3967504501343 16.9422081311544 -6.65287518501282 16.9422081311544 -7.67508347829183 1182 129 69 15.9801580781892 346 233 346 241
"67" 14.2522290945053 12.4500416914622 35.0987176631872 831.671445628931 31.6662502288818 -3.8052499294281 35.4715001583099 23.6923332214355 3.77808332443237 24.3636245727539 3.77808332443237 1098 106 78 10.4865371462086 307 253 299 253
"68" 8.08663543562094 11.6561874449253 34.7060125887399 794.551540180386 23.1679992675781 -10.4174995422363 33.5854988098145 -1.09720834096273 17.7987083594004 17.7987083594004 -1.72650003433228 598 120 10 78.5445777261927 330 45 45 304
"69" 10.7072499549637 12.2434583591918 34.4733206615734 842.701075565196 27.5974998474121 -7.91825008392334 35.5157499313354 18.9020415941874 0.0308333237965902 20.836874961853 0.0308333237965902 1293 147 86 15.600804450693 388 278 386 278
"70" 5.7685312529405 11.4517707427343 26.3964514387704 1147.73240409425 24.9572505950928 -18.4265003204346 43.3837509155273 18.1244166692098 -9.27704169352849 19.1326249440511 -9.27704169352849 834 106 22 45.6892941850663 312 81 307 81
"71" 22.2540103793144 15.4521452188492 46.0464297335586 662.930300231825 38.1582489013672 4.60050010681152 33.5577487945557 30.0441249211629 15.6684166590373 30.0441249211629 13.8432500362396 159 26 3 49.8128791030615 62 18 62 28
"72" 20.2482397158941 13.6396048069 46.0910335603661 593.495188855718 34.1165008544922 4.52374982833862 29.5927510261536 26.8736667633057 16.2048752307892 27.4368333816528 12.7880419095357 167 21 7 25.64084812892 55 32 55 37
"73" 12.545833359162 7.82499994834264 46.0294133974745 334.741806193744 20.7999992370605 3.79999995231628 16.9999992847443 8.90000013510386 16.4833331108093 16.5499998728434 8.28333342075348 792 100 36 26.309638686817 242 154 191 226
